Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att.1,Yds.1,Rec,Yds.2,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
Troy Stradford,MIA,RB,23.0,12.0,5.0,1.0,1.0,6.0,0.0,145.0,619.0,48.0,457.0,9.52,6.0,0.0,6.0,0.0,1.0,619.0,6.0,145.0,457.0,1.0,185.84
Webster Slaughter,CLE,WR,23.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,806.0,17.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806.0,7.0,167.6
Boomer Esiason,CIN,QB,26.0,12.0,12.0,240.0,440.0,3321.0,19.0,52.0,241.0,0.0,0.0,0.0,10.0,0.0,3321.0,16.0,440.0,241.0,0.0,52.0,0.0,0.0,162.94
Jim Kelly,BUF,QB,27.0,12.0,12.0,250.0,419.0,2798.0,11.0,29.0,133.0,1.0,35.0,35.0,6.0,0.0,2798.0,19.0,419.0,133.0,0.0,29.0,35.0,0.0,171.72000000000003
Stump Mitchell,STL,RB,28.0,12.0,12.0,1.0,3.0,17.0,0.0,203.0,781.0,45.0,397.0,8.82,3.0,0.0,17.0,0.0,3.0,781.0,3.0,203.0,397.0,2.0,187.48
Todd Christensen,RAI,TE,31.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,663.0,14.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.0,2.0,125.3
Marcus Allen,RAI,RB,27.0,12.0,12.0,1.0,2.0,23.0,0.0,200.0,754.0,51.0,410.0,8.04,3.0,0.0,23.0,0.0,2.0,754.0,5.0,200.0,410.0,0.0,192.32
Mark Clayton,MIA,WR,26.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,8.0,46.0,776.0,16.87,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,776.0,7.0,166.4
Eric Martin,NOR,WR,26.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,778.0,17.68,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778.0,7.0,157.8
James Lofton,RAI,WR,31.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,41.0,880.0,21.46,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,880.0,5.0,159.1
Neal Anderson,CHI,RB,23.0,11.0,10.0,0.0,0.0,0.0,0.0,129.0,586.0,47.0,467.0,9.94,2.0,0.0,0.0,0.0,0.0,586.0,3.0,129.0,467.0,3.0,184.3
Dave Krieg,SEA,QB,29.0,12.0,12.0,178.0,294.0,2131.0,15.0,36.0,155.0,0.0,0.0,0.0,11.0,0.0,2131.0,23.0,294.0,155.0,2.0,36.0,0.0,0.0,152.74
Pete Mandley,DET,WR,26.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0,3.0,58.0,720.0,12.41,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,720.0,7.0,172.3
Willie Gault,CHI,WR,27.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,16.0,35.0,705.0,20.14,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,705.0,7.0,149.1
Kellen Winslow,SDG,TE,30.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,519.0,9.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,3.0,120.9
Wade Wilson,MIN,QB,28.0,12.0,7.0,140.0,264.0,2106.0,13.0,41.0,263.0,0.0,0.0,0.0,3.0,0.0,2106.0,14.0,264.0,263.0,5.0,41.0,0.0,0.0,164.54000000000002
Vance Johnson,DEN,WR,24.0,11.0,9.0,0.0,1.0,0.0,0.0,1.0,-8.0,42.0,684.0,16.29,1.0,0.0,0.0,0.0,1.0,-8.0,0.0,1.0,684.0,7.0,149.6
Mark Duper,MIA,WR,28.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,597.0,18.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,8.0,140.7
Johnny Hector,NYJ,RB,27.0,11.0,6.0,0.0,0.0,0.0,0.0,111.0,435.0,32.0,249.0,7.78,2.0,0.0,0.0,0.0,0.0,435.0,11.0,111.0,249.0,0.0,162.4
Mike Rozier,HOU,RB,26.0,11.0,11.0,0.0,0.0,0.0,0.0,229.0,957.0,27.0,192.0,7.11,5.0,0.0,0.0,0.0,0.0,957.0,3.0,229.0,192.0,0.0,149.9
Andre Reed,BUF,WR,23.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,57.0,752.0,13.19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,752.0,5.0,162.29999999999998
Kevin Mack,CLE,RB,25.0,12.0,12.0,0.0,0.0,0.0,0.0,201.0,735.0,32.0,223.0,6.97,6.0,0.0,0.0,0.0,0.0,735.0,5.0,201.0,223.0,1.0,151.8
Mickey Shuler,NYJ,TE,31.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,434.0,10.09,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,3.0,100.4
Steve Jordan,MIN,TE,26.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,490.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,2.0,94.0
Dalton Hilliard,NOR,RB,23.0,12.0,1.0,1.0,1.0,23.0,0.0,123.0,508.0,23.0,264.0,11.48,4.0,0.0,23.0,1.0,1.0,508.0,7.0,123.0,264.0,1.0,145.12
Calvin Magee,TAM,TE,24.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,424.0,12.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,3.0,94.4
Doug Cosbie,DAL,TE,31.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0,-5.0,36.0,421.0,11.69,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,1.0,421.0,3.0,95.6
Rueben Mayes,NOR,RB,24.0,12.0,12.0,0.0,0.0,0.0,0.0,243.0,917.0,15.0,68.0,4.53,8.0,0.0,0.0,0.0,0.0,917.0,5.0,243.0,68.0,0.0,127.5
Chris Burkett,BUF,WR,25.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,765.0,13.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.0,4.0,154.5
Roy Green,STL,WR,30.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,34.0,43.0,731.0,17.0,1.0,0.0,0.0,0.0,0.0,34.0,0.0,2.0,731.0,4.0,141.5
Lionel James,SDG,WR,25.0,12.0,11.0,0.0,0.0,0.0,0.0,27.0,102.0,41.0,593.0,14.46,6.0,0.0,0.0,0.0,0.0,102.0,2.0,27.0,593.0,3.0,128.5
Kelvin Bryant,WAS,RB,27.0,11.0,1.0,0.0,1.0,0.0,0.0,77.0,406.0,43.0,490.0,11.4,4.0,0.0,0.0,0.0,1.0,406.0,1.0,77.0,490.0,5.0,160.6
Henry Ellard,RAM,WR,26.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0,4.0,51.0,799.0,15.67,3.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,799.0,3.0,143.3
Rodney Holman,CIN,TE,27.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,438.0,15.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,2.0,83.8
Brian Brennan,CLE,WR,25.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,607.0,14.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.0,6.0,137.7
John Tice,NOR,TE,27.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,181.0,11.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,6.0,70.1
Sammy Winder,DEN,RB,28.0,12.0,10.0,0.0,0.0,0.0,0.0,196.0,741.0,14.0,74.0,5.29,5.0,0.0,0.0,0.0,0.0,741.0,6.0,196.0,74.0,1.0,127.5
Stephone Paige,KAN,WR,26.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,707.0,16.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707.0,4.0,137.7
Ronnie Harmon,BUF,RB,23.0,12.0,10.0,0.0,0.0,0.0,0.0,116.0,485.0,56.0,477.0,8.52,2.0,0.0,0.0,0.0,0.0,485.0,2.0,116.0,477.0,2.0,172.2
Gerald Riggs,ATL,RB,27.0,12.0,12.0,0.0,0.0,0.0,0.0,203.0,875.0,25.0,199.0,7.96,4.0,0.0,0.0,0.0,0.0,875.0,2.0,203.0,199.0,0.0,136.4
Earl Ferrell,STL,RB,29.0,11.0,11.0,0.0,0.0,0.0,0.0,113.0,512.0,23.0,262.0,11.39,0.0,0.0,0.0,0.0,0.0,512.0,7.0,113.0,262.0,0.0,142.4
Tony Collins,NWE,RB,28.0,13.0,11.0,0.0,0.0,0.0,0.0,147.0,474.0,44.0,347.0,7.89,6.0,0.0,0.0,0.0,0.0,474.0,3.0,147.0,347.0,3.0,150.1
Art Monk,WAS,WR,30.0,9.0,9.0,0.0,0.0,0.0,0.0,6.0,63.0,38.0,483.0,12.71,0.0,0.0,0.0,0.0,0.0,63.0,0.0,6.0,483.0,6.0,128.6
Anthony Toney,PHI,RB,25.0,11.0,11.0,0.0,1.0,0.0,0.0,127.0,473.0,39.0,341.0,8.74,5.0,0.0,0.0,0.0,1.0,473.0,5.0,127.0,341.0,1.0,146.39999999999998
John Frank,SFO,TE,25.0,12.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,26.0,296.0,11.38,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,296.0,3.0,69.8
Mike Renfro,DAL,WR,32.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,662.0,14.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662.0,4.0,134.2
Bill Brooks,IND,WR,23.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,-2.0,51.0,722.0,14.16,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0,722.0,3.0,135.0
Floyd Dixon,ATL,WR,23.0,12.0,12.0,0.0,0.0,0.0,0.0,3.0,-3.0,36.0,600.0,16.67,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,3.0,600.0,5.0,125.7
John Spagnola,PHI,TE,30.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,350.0,9.72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,2.0,79.0
Larry Kinnebrew,CIN,RB,28.0,11.0,8.0,0.0,0.0,0.0,0.0,145.0,570.0,9.0,114.0,12.67,1.0,0.0,0.0,0.0,0.0,570.0,8.0,145.0,114.0,0.0,123.4
Ken O'Brien,NYJ,QB,27.0,12.0,12.0,234.0,393.0,2696.0,8.0,30.0,61.0,0.0,0.0,0.0,8.0,0.0,2696.0,13.0,393.0,61.0,0.0,30.0,0.0,0.0,133.94
Lionel Manuel,NYG,WR,25.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0,-10.0,30.0,545.0,18.17,1.0,0.0,0.0,0.0,0.0,-10.0,0.0,1.0,545.0,6.0,117.5
Phil Simms,NYG,QB,32.0,9.0,9.0,163.0,282.0,2230.0,9.0,14.0,44.0,0.0,0.0,0.0,4.0,0.0,2230.0,17.0,282.0,44.0,0.0,14.0,0.0,0.0,135.6
Bobby Hebert,NOR,QB,27.0,12.0,12.0,164.0,294.0,2119.0,9.0,13.0,95.0,0.0,0.0,0.0,4.0,0.0,2119.0,15.0,294.0,95.0,0.0,13.0,0.0,0.0,128.26
Jay Schroeder,WAS,QB,26.0,11.0,10.0,129.0,267.0,1878.0,10.0,26.0,120.0,0.0,0.0,0.0,5.0,0.0,1878.0,12.0,267.0,120.0,3.0,26.0,0.0,0.0,123.12
Bill Kenney,KAN,QB,32.0,11.0,8.0,154.0,273.0,2107.0,9.0,12.0,-2.0,0.0,0.0,0.0,8.0,0.0,2107.0,15.0,273.0,-2.0,0.0,12.0,0.0,0.0,110.08
Danny White,DAL,QB,35.0,11.0,9.0,215.0,362.0,2617.0,17.0,10.0,14.0,0.0,0.0,0.0,9.0,0.0,2617.0,12.0,362.0,14.0,1.0,10.0,0.0,0.0,108.08
Marc Wilson,RAI,QB,30.0,15.0,7.0,152.0,266.0,2070.0,8.0,17.0,91.0,0.0,0.0,0.0,1.0,0.0,2070.0,12.0,266.0,91.0,0.0,17.0,0.0,0.0,121.9
Dan Fouts,SDG,QB,36.0,11.0,10.0,206.0,364.0,2517.0,15.0,12.0,0.0,0.0,0.0,0.0,10.0,0.0,2517.0,10.0,364.0,0.0,2.0,12.0,0.0,0.0,102.68
Jim McMahon,CHI,QB,28.0,7.0,6.0,125.0,210.0,1639.0,8.0,22.0,88.0,0.0,0.0,0.0,2.0,0.0,1639.0,12.0,210.0,88.0,2.0,22.0,0.0,0.0,114.36
Steve DeBerg,TAM,QB,33.0,12.0,8.0,159.0,275.0,1891.0,7.0,8.0,-8.0,0.0,0.0,0.0,7.0,0.0,1891.0,14.0,275.0,-8.0,0.0,8.0,0.0,0.0,102.84
John Williams,SEA,RB,23.0,12.0,10.0,0.0,0.0,0.0,0.0,113.0,500.0,38.0,420.0,11.05,2.0,0.0,0.0,0.0,0.0,500.0,1.0,113.0,420.0,3.0,150.0
Chuck Long,DET,QB,24.0,12.0,12.0,232.0,416.0,2598.0,20.0,22.0,64.0,0.0,0.0,0.0,8.0,0.0,2598.0,11.0,416.0,64.0,0.0,22.0,0.0,0.0,98.32000000000002
Jim Everett,RAM,QB,24.0,11.0,11.0,162.0,302.0,2064.0,13.0,18.0,83.0,0.0,0.0,0.0,2.0,0.0,2064.0,10.0,302.0,83.0,1.0,18.0,0.0,0.0,106.86
Scott Campbell,ATL,QB,25.0,12.0,9.0,136.0,260.0,1728.0,14.0,21.0,102.0,0.0,0.0,0.0,4.0,0.0,1728.0,11.0,260.0,102.0,2.0,21.0,0.0,0.0,99.32
Gary Anderson,SDG,RB,26.0,12.0,7.0,0.0,0.0,0.0,0.0,80.0,260.0,47.0,503.0,10.7,4.0,0.0,0.0,0.0,0.0,260.0,3.0,80.0,503.0,2.0,145.3
Bo Jackson,RAI,RB,25.0,7.0,5.0,0.0,0.0,0.0,0.0,81.0,554.0,16.0,136.0,8.5,2.0,0.0,0.0,0.0,0.0,554.0,4.0,81.0,136.0,2.0,117.0
Walter Payton,CHI,RB,33.0,12.0,12.0,0.0,1.0,0.0,1.0,146.0,533.0,33.0,217.0,6.58,5.0,0.0,0.0,0.0,1.0,533.0,4.0,146.0,217.0,1.0,126.0
Christian Okoye,KAN,RB,26.0,12.0,12.0,0.0,0.0,0.0,0.0,157.0,660.0,24.0,169.0,7.04,5.0,0.0,0.0,0.0,0.0,660.0,3.0,157.0,169.0,0.0,114.9
George Rogers,WAS,RB,29.0,11.0,9.0,0.0,0.0,0.0,0.0,163.0,613.0,4.0,23.0,5.75,2.0,0.0,0.0,0.0,0.0,613.0,6.0,163.0,23.0,0.0,99.6
Mark Malone,PIT,QB,29.0,12.0,12.0,156.0,336.0,1896.0,19.0,34.0,162.0,0.0,0.0,0.0,10.0,0.0,1896.0,6.0,336.0,162.0,3.0,34.0,0.0,0.0,76.04
Joe Morris,NYG,RB,27.0,11.0,10.0,0.0,0.0,0.0,0.0,193.0,658.0,11.0,114.0,10.36,2.0,0.0,0.0,0.0,0.0,658.0,3.0,193.0,114.0,0.0,102.2
Gerald Carter,TAM,WR,30.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,586.0,15.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.0,5.0,126.6
Darrin Nelson,MIN,RB,28.0,10.0,9.0,0.0,0.0,0.0,0.0,131.0,642.0,26.0,129.0,4.96,2.0,0.0,0.0,0.0,0.0,642.0,2.0,131.0,129.0,0.0,111.1
Walter Stanley,GNB,WR,25.0,12.0,12.0,0.0,0.0,0.0,0.0,4.0,38.0,38.0,672.0,17.68,5.0,0.0,0.0,0.0,0.0,38.0,0.0,4.0,672.0,3.0,117.0
James Wilder,TAM,RB,29.0,12.0,12.0,0.0,0.0,0.0,0.0,106.0,488.0,40.0,328.0,8.2,3.0,0.0,0.0,0.0,0.0,488.0,0.0,106.0,328.0,1.0,121.6
Steve Young,SFO,QB,26.0,8.0,3.0,37.0,69.0,570.0,0.0,26.0,190.0,0.0,0.0,0.0,0.0,0.0,570.0,10.0,69.0,190.0,1.0,26.0,0.0,0.0,87.8
Doug Williams,WAS,QB,32.0,5.0,2.0,81.0,143.0,1156.0,5.0,7.0,9.0,0.0,0.0,0.0,3.0,0.0,1156.0,11.0,143.0,9.0,1.0,7.0,0.0,0.0,81.14000000000001
Steve Grogan,NWE,QB,34.0,7.0,6.0,93.0,161.0,1183.0,9.0,20.0,37.0,0.0,0.0,0.0,8.0,0.0,1183.0,10.0,161.0,37.0,2.0,20.0,0.0,0.0,69.02
Freeman McNeil,NYJ,RB,28.0,9.0,8.0,0.0,0.0,0.0,0.0,121.0,530.0,24.0,262.0,10.92,1.0,0.0,0.0,0.0,0.0,530.0,0.0,121.0,262.0,1.0,107.2
Stanley Morgan,NWE,WR,32.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,672.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,3.0,125.2
Keith Byars,PHI,RB,24.0,10.0,8.0,0.0,0.0,0.0,0.0,116.0,426.0,21.0,177.0,8.43,3.0,0.0,0.0,0.0,0.0,426.0,3.0,116.0,177.0,1.0,99.3
Tom Rathman,SFO,RB,25.0,12.0,7.0,0.0,0.0,0.0,0.0,62.0,257.0,30.0,329.0,10.97,1.0,0.0,0.0,0.0,0.0,257.0,1.0,62.0,329.0,3.0,110.6
Kelvin Edwards,DAL,WR,23.0,13.0,9.0,0.0,0.0,0.0,0.0,2.0,61.0,34.0,521.0,15.32,1.0,0.0,0.0,0.0,0.0,61.0,1.0,2.0,521.0,3.0,114.2
Irving Fryar,NWE,WR,25.0,12.0,12.0,0.0,0.0,0.0,0.0,9.0,52.0,31.0,467.0,15.06,2.0,0.0,0.0,0.0,0.0,52.0,0.0,9.0,467.0,5.0,108.9
Matt Bouza,IND,WR,28.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,569.0,13.55,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.0,4.0,118.9
Earnest Jackson,PIT,RB,28.0,12.0,9.0,0.0,0.0,0.0,0.0,180.0,696.0,7.0,52.0,7.43,2.0,0.0,0.0,0.0,0.0,696.0,1.0,180.0,52.0,0.0,83.8
Robb Riddick,BUF,RB,30.0,6.0,1.0,1.0,1.0,35.0,0.0,59.0,221.0,15.0,96.0,6.4,2.0,0.0,35.0,0.0,1.0,221.0,5.0,59.0,96.0,3.0,92.1
Ricky Sanders,WAS,WR,27.0,12.0,5.0,0.0,0.0,0.0,0.0,1.0,-4.0,37.0,630.0,17.03,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,1.0,630.0,3.0,117.6
Walter Abercrombie,PIT,RB,28.0,12.0,12.0,0.0,0.0,0.0,0.0,123.0,459.0,24.0,209.0,8.71,4.0,0.0,0.0,0.0,0.0,459.0,2.0,123.0,209.0,0.0,94.8
Eddie Brown,CIN,WR,25.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,608.0,13.82,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,608.0,3.0,116.8
Frank Pollard,PIT,RB,30.0,12.0,7.0,0.0,0.0,0.0,0.0,128.0,536.0,14.0,77.0,5.5,3.0,0.0,0.0,0.0,0.0,536.0,3.0,128.0,77.0,0.0,87.3
Ray Butler,SEA,WR,31.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,465.0,14.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,5.0,107.5
D.J. Dozier,MIN,RB,22.0,9.0,3.0,0.0,0.0,0.0,0.0,69.0,257.0,12.0,89.0,7.42,2.0,0.0,0.0,0.0,0.0,257.0,5.0,69.0,89.0,2.0,84.6
Stanford Jennings,CIN,RB,25.0,12.0,5.0,0.0,0.0,0.0,0.0,70.0,314.0,35.0,277.0,7.91,0.0,0.0,0.0,0.0,0.0,314.0,1.0,70.0,277.0,2.0,112.1
Herman Heard,KAN,RB,26.0,12.0,6.0,0.0,0.0,0.0,0.0,82.0,466.0,14.0,118.0,8.43,5.0,0.0,0.0,0.0,0.0,466.0,3.0,82.0,118.0,0.0,80.4
Ricky Nattiel,DEN,WR,21.0,12.0,3.0,0.0,0.0,0.0,0.0,2.0,13.0,31.0,630.0,20.32,2.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,630.0,2.0,103.3
Jack Trudeau,IND,QB,25.0,10.0,8.0,128.0,229.0,1587.0,6.0,15.0,7.0,0.0,0.0,0.0,10.0,0.0,1587.0,6.0,229.0,7.0,0.0,15.0,0.0,0.0,56.17999999999999
Tony Dorsett,DAL,RB,33.0,12.0,6.0,0.0,0.0,0.0,0.0,130.0,456.0,19.0,177.0,9.32,3.0,0.0,0.0,0.0,0.0,456.0,1.0,130.0,177.0,1.0,88.30000000000001
Jeff Smith,TAM,RB,25.0,12.0,8.0,0.0,0.0,0.0,0.0,100.0,309.0,20.0,197.0,9.85,2.0,0.0,0.0,0.0,0.0,309.0,2.0,100.0,197.0,2.0,90.6
Mike Wilson,SFO,WR,29.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,450.0,15.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,5.0,104.0
