Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att.1,Yds.1,Rec,Yds.2,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
Greg Landry,DET,QB,30.0,14.0,12.0,168.0,291.0,2191.0,8.0,43.0,234.0,0.0,0.0,0.0,5.0,0.0,2191.0,17.0,291.0,234.0,1.0,43.0,0.0,0.0,159.04
Harold Jackson,RAM,WR,30.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,15.0,39.0,751.0,19.26,1.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,751.0,5.0,143.6
Rickey Young,SDG,RB,23.0,14.0,14.0,0.0,0.0,0.0,0.0,162.0,802.0,47.0,441.0,9.38,2.0,0.0,0.0,0.0,0.0,802.0,4.0,162.0,441.0,1.0,197.3
Alfred Jenkins,ATL,WR,24.0,14.0,14.0,0.0,1.0,0.0,1.0,0.0,0.0,41.0,710.0,17.32,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,710.0,6.0,146.0
Jim Hart,STL,QB,32.0,14.0,14.0,218.0,388.0,2946.0,13.0,8.0,7.0,0.0,0.0,0.0,4.0,0.0,2946.0,18.0,388.0,7.0,0.0,8.0,0.0,0.0,156.54
Billy Joe DuPree,DAL,TE,26.0,14.0,14.0,0.0,0.0,0.0,0.0,7.0,50.0,42.0,680.0,16.19,2.0,0.0,0.0,0.0,0.0,50.0,0.0,7.0,680.0,2.0,123.0
Charlie Sanders,DET,TE,30.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,545.0,15.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,5.0,119.5
Ken Anderson,CIN,QB,27.0,14.0,14.0,179.0,338.0,2367.0,14.0,31.0,134.0,0.0,0.0,0.0,3.0,0.0,2367.0,19.0,338.0,134.0,1.0,31.0,0.0,0.0,156.08
Riley Odoms,DEN,TE,26.0,14.0,14.0,0.0,0.0,0.0,0.0,3.0,36.0,30.0,477.0,15.9,0.0,0.0,0.0,0.0,0.0,36.0,2.0,3.0,477.0,3.0,111.3
Mel Gray,STL,WR,28.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,686.0,19.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.0,5.0,134.6
Tony Galbreath,NOR,RB,22.0,14.0,13.0,0.0,0.0,0.0,0.0,136.0,570.0,54.0,420.0,7.78,7.0,0.0,0.0,0.0,0.0,570.0,7.0,136.0,420.0,1.0,187.0
Paul Warfield,CLE,WR,34.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,3.0,38.0,613.0,16.13,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,613.0,6.0,129.60000000000002
Fred Biletnikoff,OAK,WR,33.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,551.0,12.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.0,7.0,140.1
Glenn Doughty,BAL,WR,29.0,14.0,14.0,0.0,0.0,0.0,0.0,3.0,7.0,40.0,628.0,15.7,2.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,628.0,5.0,129.5
Clark Gaines,NYJ,RB,22.0,14.0,8.0,0.0,0.0,0.0,0.0,157.0,724.0,41.0,400.0,9.76,4.0,0.0,0.0,0.0,0.0,724.0,3.0,157.0,400.0,2.0,175.4
Steve Largent,SEA,WR,22.0,14.0,13.0,0.0,1.0,0.0,0.0,4.0,-14.0,54.0,705.0,13.06,2.0,0.0,0.0,0.0,1.0,-14.0,0.0,4.0,705.0,4.0,143.1
Bob Trumpy,CIN,TE,31.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,323.0,15.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,7.0,93.3
Haven Moses,DEN,WR,30.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,-4.0,25.0,498.0,19.92,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,1.0,498.0,7.0,116.4
Mike Livingston,KAN,QB,31.0,14.0,14.0,189.0,338.0,2682.0,13.0,31.0,89.0,0.0,0.0,0.0,4.0,0.0,2682.0,12.0,338.0,89.0,2.0,31.0,0.0,0.0,142.18
Nat Moore,MIA,WR,25.0,9.0,9.0,0.0,0.0,0.0,0.0,4.0,36.0,33.0,625.0,18.94,1.0,0.0,0.0,0.0,0.0,36.0,0.0,4.0,625.0,4.0,121.1
J.V. Cain,STL,TE,25.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,400.0,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,5.0,96.0
Jean Fugett,WAS,TE,25.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,334.0,12.37,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,334.0,6.0,92.4
Mark van Eeghen,OAK,RB,24.0,14.0,14.0,0.0,0.0,0.0,0.0,233.0,1012.0,17.0,173.0,10.18,3.0,0.0,0.0,0.0,0.0,1012.0,3.0,233.0,173.0,0.0,147.5
James Scott,CHI,WR,24.0,11.0,8.0,0.0,0.0,0.0,0.0,2.0,-4.0,26.0,512.0,19.69,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,2.0,512.0,6.0,112.8
Jim Zorn,SEA,QB,23.0,14.0,14.0,208.0,439.0,2571.0,27.0,52.0,246.0,0.0,0.0,0.0,7.0,0.0,2571.0,12.0,439.0,246.0,4.0,52.0,0.0,0.0,131.44
Terry Metcalf,STL,RB,25.0,12.0,12.0,0.0,1.0,0.0,0.0,134.0,537.0,33.0,388.0,11.76,15.0,0.0,0.0,0.0,1.0,537.0,3.0,134.0,388.0,4.0,137.5
Ahmad Rashad,MIN,WR,27.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,671.0,12.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.0,3.0,136.1
Ike Harris,STL,WR,24.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,782.0,15.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.0,1.0,136.2
Raymond Chester,BAL,TE,28.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,467.0,19.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.0,3.0,88.7
Gene Washington,SFO,WR,29.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,3.0,33.0,457.0,13.85,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,457.0,6.0,115.0
Boobie Clark,CIN,RB,26.0,13.0,9.0,0.0,0.0,0.0,0.0,151.0,671.0,23.0,158.0,6.87,3.0,0.0,0.0,0.0,0.0,671.0,7.0,151.0,158.0,1.0,147.89999999999998
Sam Cunningham,NWE,RB,26.0,11.0,11.0,0.0,0.0,0.0,0.0,172.0,824.0,27.0,299.0,11.07,5.0,0.0,0.0,0.0,0.0,824.0,3.0,172.0,299.0,0.0,147.3
Harold Carmichael,PHI,WR,27.0,14.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,42.0,503.0,11.98,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,503.0,5.0,122.3
Henry Childs,NOR,TE,25.0,14.0,11.0,0.0,0.0,0.0,0.0,1.0,16.0,26.0,349.0,13.42,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,349.0,3.0,86.5
Dexter Bussey,DET,RB,24.0,14.0,14.0,0.0,0.0,0.0,0.0,196.0,858.0,28.0,218.0,7.79,6.0,0.0,0.0,0.0,0.0,858.0,3.0,196.0,218.0,0.0,141.6
Morris Owens,2TM,WR,23.0,14.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,30.0,390.0,13.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,390.0,6.0,103.2
Sam McCullum,SEA,WR,24.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,506.0,15.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,4.0,106.6
Wilbur Jackson,SFO,RB,25.0,14.0,14.0,0.0,0.0,0.0,0.0,200.0,792.0,33.0,324.0,9.82,3.0,0.0,0.0,0.0,0.0,792.0,1.0,200.0,324.0,1.0,150.60000000000002
Don McCauley,BAL,RB,27.0,13.0,1.0,0.0,0.0,0.0,0.0,69.0,227.0,34.0,347.0,10.21,2.0,0.0,0.0,0.0,0.0,227.0,9.0,69.0,347.0,2.0,153.4
Billy Johnson,HOU,WR,24.0,14.0,13.0,0.0,0.0,0.0,0.0,6.0,6.0,47.0,495.0,10.53,3.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,495.0,4.0,115.1
Dan Fouts,SDG,QB,25.0,14.0,13.0,208.0,359.0,2535.0,15.0,18.0,65.0,0.0,0.0,0.0,8.0,0.0,2535.0,14.0,359.0,65.0,0.0,18.0,0.0,0.0,117.9
Russ Francis,NWE,TE,23.0,13.0,12.0,0.0,0.0,0.0,0.0,2.0,12.0,26.0,367.0,14.12,1.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,367.0,3.0,79.9
Doug Kotar,NYG,RB,25.0,14.0,14.0,0.0,0.0,0.0,0.0,185.0,731.0,36.0,319.0,8.86,3.0,0.0,0.0,0.0,0.0,731.0,3.0,185.0,319.0,0.0,153.0
Charlie Smith,PHI,WR,26.0,14.0,14.0,0.0,0.0,0.0,0.0,9.0,25.0,27.0,412.0,15.26,0.0,0.0,0.0,0.0,0.0,25.0,1.0,9.0,412.0,4.0,100.7
Bob Tucker,NYG,TE,31.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,498.0,11.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,1.0,95.8
Brian Sipe,CLE,QB,27.0,14.0,12.0,178.0,312.0,2113.0,14.0,18.0,71.0,0.0,0.0,0.0,7.0,0.0,2113.0,17.0,312.0,71.0,0.0,18.0,0.0,0.0,117.61999999999998
Sherman Smith,SEA,RB,22.0,12.0,9.0,0.0,2.0,0.0,0.0,119.0,537.0,36.0,384.0,10.67,8.0,0.0,0.0,0.0,2.0,537.0,4.0,119.0,384.0,1.0,142.10000000000002
Ronnie Coleman,HOU,RB,25.0,13.0,13.0,0.0,1.0,0.0,1.0,171.0,684.0,40.0,247.0,6.18,8.0,0.0,0.0,0.0,1.0,684.0,2.0,171.0,247.0,3.0,145.10000000000002
Bob Griese,MIA,QB,31.0,13.0,13.0,162.0,272.0,2097.0,12.0,23.0,108.0,0.0,0.0,0.0,3.0,0.0,2097.0,11.0,272.0,108.0,0.0,23.0,0.0,0.0,108.68
Steve Jones,STL,RB,25.0,13.0,4.0,0.0,0.0,0.0,0.0,113.0,451.0,29.0,152.0,5.24,2.0,0.0,0.0,0.0,0.0,451.0,8.0,113.0,152.0,1.0,139.3
Benny Malone,MIA,RB,24.0,14.0,12.0,0.0,0.0,0.0,0.0,186.0,797.0,9.0,103.0,11.44,3.0,0.0,0.0,0.0,0.0,797.0,4.0,186.0,103.0,0.0,117.0
John Cappelletti,RAM,RB,24.0,14.0,14.0,0.0,0.0,0.0,0.0,177.0,688.0,30.0,302.0,10.07,3.0,0.0,0.0,0.0,0.0,688.0,1.0,177.0,302.0,1.0,135.0
Roland Harper,CHI,RB,23.0,14.0,14.0,0.0,0.0,0.0,0.0,147.0,625.0,29.0,291.0,10.03,2.0,0.0,0.0,0.0,0.0,625.0,2.0,147.0,291.0,1.0,134.6
Terry Bradshaw,PIT,QB,28.0,10.0,8.0,92.0,192.0,1177.0,9.0,31.0,219.0,0.0,0.0,0.0,7.0,0.0,1177.0,10.0,192.0,219.0,3.0,31.0,0.0,0.0,94.98
Lawrence Gaines,DET,RB,23.0,14.0,7.0,0.0,0.0,0.0,0.0,155.0,659.0,23.0,130.0,5.65,7.0,0.0,0.0,0.0,0.0,659.0,4.0,155.0,130.0,1.0,117.9
Chuck Muncie,NOR,RB,23.0,12.0,11.0,0.0,0.0,0.0,0.0,149.0,659.0,31.0,272.0,8.77,6.0,0.0,0.0,0.0,0.0,659.0,2.0,149.0,272.0,0.0,124.10000000000002
Jim Otis,STL,RB,28.0,14.0,11.0,0.0,0.0,0.0,0.0,233.0,891.0,2.0,15.0,7.5,7.0,0.0,0.0,0.0,0.0,891.0,2.0,233.0,15.0,0.0,90.6
Cleo Miller,CLE,RB,24.0,12.0,12.0,0.0,0.0,0.0,0.0,153.0,613.0,16.0,145.0,9.06,8.0,0.0,0.0,0.0,0.0,613.0,4.0,153.0,145.0,0.0,99.8
Steve Ramsey,DEN,QB,28.0,12.0,12.0,128.0,270.0,1931.0,13.0,13.0,51.0,0.0,0.0,0.0,5.0,0.0,1931.0,11.0,270.0,51.0,0.0,13.0,0.0,0.0,90.34
Scott Laidlaw,DAL,RB,23.0,13.0,7.0,0.0,0.0,0.0,0.0,94.0,424.0,38.0,325.0,8.55,5.0,0.0,0.0,0.0,0.0,424.0,3.0,94.0,325.0,1.0,126.9
James Harris,RAM,QB,29.0,7.0,5.0,91.0,158.0,1460.0,6.0,12.0,76.0,0.0,0.0,0.0,5.0,0.0,1460.0,8.0,158.0,76.0,2.0,12.0,0.0,0.0,88.0
John Riggins,WAS,RB,27.0,14.0,14.0,0.0,0.0,0.0,0.0,162.0,572.0,21.0,172.0,8.19,6.0,0.0,0.0,0.0,0.0,572.0,3.0,162.0,172.0,1.0,107.4
Fred Willis,HOU,RB,29.0,13.0,12.0,0.0,0.0,0.0,0.0,148.0,542.0,32.0,255.0,7.97,3.0,0.0,0.0,0.0,0.0,542.0,2.0,148.0,255.0,1.0,123.7
Doug Dennison,DAL,RB,25.0,14.0,10.0,0.0,0.0,0.0,0.0,153.0,542.0,8.0,67.0,8.38,3.0,0.0,0.0,0.0,0.0,542.0,6.0,153.0,67.0,0.0,98.9
Dan Pastorini,HOU,QB,27.0,13.0,10.0,167.0,309.0,1795.0,10.0,11.0,45.0,0.0,0.0,0.0,6.0,0.0,1795.0,10.0,309.0,45.0,0.0,11.0,0.0,0.0,84.3
Don Woods,SDG,RB,25.0,11.0,10.0,1.0,2.0,11.0,0.0,126.0,450.0,34.0,224.0,6.59,1.0,0.0,11.0,1.0,2.0,450.0,3.0,126.0,224.0,1.0,127.84
Archie Griffin,CIN,RB,22.0,14.0,14.0,0.0,0.0,0.0,0.0,138.0,625.0,16.0,138.0,8.63,2.0,0.0,0.0,0.0,0.0,625.0,3.0,138.0,138.0,0.0,106.3
Norm Bulaich,MIA,RB,30.0,11.0,7.0,0.0,0.0,0.0,0.0,122.0,540.0,28.0,151.0,5.39,1.0,0.0,0.0,0.0,0.0,540.0,4.0,122.0,151.0,0.0,119.1
Brent McClanahan,MIN,RB,25.0,13.0,13.0,0.0,0.0,0.0,0.0,130.0,382.0,40.0,252.0,6.3,5.0,0.0,0.0,0.0,0.0,382.0,4.0,130.0,252.0,1.0,123.4
Jim Plunkett,SFO,QB,29.0,12.0,12.0,126.0,243.0,1592.0,16.0,19.0,95.0,0.0,0.0,0.0,1.0,0.0,1592.0,13.0,243.0,95.0,0.0,19.0,0.0,0.0,91.18
Pat Haden,RAM,QB,23.0,10.0,7.0,60.0,105.0,896.0,4.0,25.0,84.0,0.0,0.0,0.0,0.0,0.0,896.0,8.0,105.0,84.0,4.0,25.0,0.0,0.0,92.24
Willard Harrell,GNB,RB,24.0,13.0,4.0,1.0,4.0,40.0,1.0,130.0,435.0,17.0,201.0,11.82,9.0,0.0,40.0,1.0,4.0,435.0,3.0,130.0,201.0,1.0,90.2
Roosevelt Leaks,BAL,RB,23.0,13.0,13.0,0.0,0.0,0.0,0.0,118.0,445.0,8.0,43.0,5.38,3.0,0.0,0.0,0.0,0.0,445.0,7.0,118.0,43.0,0.0,92.8
Clarence Davis,OAK,RB,27.0,12.0,12.0,0.0,0.0,0.0,0.0,114.0,516.0,27.0,191.0,7.07,6.0,0.0,0.0,0.0,0.0,516.0,3.0,114.0,191.0,0.0,103.7
Mike Boryla,PHI,QB,25.0,11.0,10.0,123.0,246.0,1247.0,14.0,29.0,166.0,0.0,0.0,0.0,3.0,0.0,1247.0,9.0,246.0,166.0,2.0,29.0,0.0,0.0,80.47999999999999
Joe Ferguson,BUF,QB,26.0,7.0,7.0,74.0,151.0,1086.0,1.0,18.0,81.0,0.0,0.0,0.0,2.0,0.0,1086.0,9.0,151.0,81.0,0.0,18.0,0.0,0.0,81.53999999999999
Larry Csonka,NYG,RB,30.0,12.0,12.0,0.0,0.0,0.0,0.0,160.0,569.0,6.0,39.0,6.5,2.0,0.0,0.0,0.0,0.0,569.0,4.0,160.0,39.0,0.0,86.8
Don Calhoun,NWE,RB,24.0,14.0,3.0,0.0,0.0,0.0,0.0,129.0,721.0,12.0,56.0,4.67,4.0,0.0,0.0,0.0,0.0,721.0,1.0,129.0,56.0,0.0,87.69999999999999
Ed Podolak,KAN,RB,29.0,10.0,4.0,0.0,0.0,0.0,0.0,88.0,371.0,13.0,156.0,12.0,2.0,0.0,0.0,0.0,0.0,371.0,5.0,88.0,156.0,0.0,91.7
Bubba Bean,ATL,RB,22.0,14.0,8.0,1.0,1.0,49.0,0.0,124.0,428.0,16.0,148.0,9.25,4.0,0.0,49.0,1.0,1.0,428.0,2.0,124.0,148.0,1.0,89.56
Jon Keyworth,DEN,RB,26.0,14.0,13.0,0.0,0.0,0.0,0.0,122.0,349.0,22.0,201.0,9.14,1.0,0.0,0.0,0.0,0.0,349.0,3.0,122.0,201.0,1.0,99.0
Bob Avellini,CHI,QB,23.0,14.0,14.0,118.0,271.0,1580.0,15.0,18.0,58.0,0.0,0.0,0.0,3.0,0.0,1580.0,8.0,271.0,58.0,1.0,18.0,0.0,0.0,71.0
Louis Carter,TAM,RB,23.0,14.0,8.0,2.0,5.0,24.0,0.0,171.0,521.0,20.0,135.0,6.75,2.0,0.0,24.0,1.0,5.0,521.0,1.0,171.0,135.0,0.0,92.56
Billy Kilmer,WAS,QB,37.0,10.0,9.0,108.0,206.0,1252.0,10.0,13.0,-7.0,0.0,0.0,0.0,3.0,0.0,1252.0,12.0,206.0,-7.0,0.0,13.0,0.0,0.0,71.38
Craig Morton,NYG,QB,33.0,12.0,12.0,153.0,284.0,1865.0,20.0,15.0,48.0,0.0,0.0,0.0,7.0,0.0,1865.0,9.0,284.0,48.0,0.0,15.0,0.0,0.0,61.39999999999999
Tommy Reamon,KAN,RB,24.0,11.0,4.0,0.0,0.0,0.0,0.0,103.0,314.0,10.0,136.0,13.6,7.0,0.0,0.0,0.0,0.0,314.0,4.0,103.0,136.0,1.0,71.0
Pete Banaszak,OAK,RB,32.0,14.0,1.0,0.0,0.0,0.0,0.0,114.0,370.0,15.0,74.0,4.93,2.0,0.0,0.0,0.0,0.0,370.0,5.0,114.0,74.0,0.0,85.4
Barty Smith,GNB,RB,24.0,8.0,5.0,0.0,0.0,0.0,0.0,97.0,355.0,11.0,88.0,8.0,4.0,0.0,0.0,0.0,0.0,355.0,5.0,97.0,88.0,0.0,77.3
Steve Spurrier,TAM,QB,31.0,14.0,12.0,156.0,311.0,1628.0,12.0,12.0,48.0,0.0,0.0,0.0,5.0,0.0,1628.0,7.0,311.0,48.0,0.0,12.0,0.0,0.0,63.92
Haskel Stanback,ATL,RB,24.0,14.0,7.0,0.0,0.0,0.0,0.0,95.0,324.0,21.0,174.0,8.29,2.0,0.0,0.0,0.0,0.0,324.0,3.0,95.0,174.0,1.0,90.8
Bobby Douglass,NOR,QB,29.0,11.0,6.0,103.0,213.0,1288.0,8.0,21.0,92.0,1.0,-2.0,-2.0,1.0,0.0,1288.0,4.0,213.0,92.0,2.0,21.0,-2.0,0.0,71.52000000000001
Preston Pearson,DAL,RB,31.0,10.0,2.0,0.0,0.0,0.0,0.0,68.0,233.0,23.0,316.0,13.74,1.0,0.0,0.0,0.0,0.0,233.0,1.0,68.0,316.0,2.0,93.9
Larry Brunson,KAN,WR,27.0,14.0,14.0,0.0,0.0,0.0,0.0,3.0,-1.0,33.0,656.0,19.88,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0,656.0,1.0,100.5
Henry Marshall,KAN,WR,22.0,14.0,14.0,0.0,0.0,0.0,0.0,5.0,101.0,28.0,443.0,15.82,1.0,0.0,0.0,0.0,0.0,101.0,1.0,5.0,443.0,2.0,98.4
