Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Int,Fumbles,FumblesLost
Brian Westbrook,PHI,RB,25.0,13.0,12.0,87.0,73.0,0.0,0.0,0.0,812.0,3.0,177.0,703.0,6.0,276.5,0.0,1.0,1.0
Alge Crumpler,ATL,TE,27.0,14.0,14.0,74.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,774.0,6.0,159.4,0.0,1.0,1.0
Clinton Portis,WAS,RB,23.0,15.0,15.0,57.0,40.0,15.0,1.0,2.0,1315.0,5.0,343.0,235.0,2.0,235.6,0.0,5.0,3.0
Priest Holmes,KAN,RB,31.0,8.0,8.0,25.0,19.0,0.0,0.0,0.0,892.0,14.0,196.0,187.0,1.0,212.9,0.0,4.0,2.0
Brandon Stokley,IND,WR,28.0,16.0,3.0,102.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1077.0,10.0,233.7,0.0,1.0,1.0
Ahman Green,GNB,RB,27.0,15.0,15.0,51.0,40.0,20.0,1.0,1.0,1163.0,7.0,259.0,275.0,1.0,228.6,0.0,7.0,4.0
Reuben Droughns,DEN,RB,26.0,16.0,15.0,44.0,32.0,0.0,0.0,0.0,1240.0,6.0,275.0,241.0,2.0,222.1,0.0,5.0,3.0
Isaac Bruce,STL,WR,32.0,16.0,16.0,148.0,89.0,0.0,0.0,2.0,0.0,0.0,0.0,1292.0,6.0,246.2,0.0,5.0,4.0
Randy McMichael,MIA,TE,25.0,16.0,16.0,118.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,791.0,4.0,176.1,0.0,2.0,0.0
Michael Clayton,TAM,WR,22.0,16.0,13.0,122.0,80.0,0.0,0.0,0.0,30.0,0.0,5.0,1193.0,7.0,244.3,0.0,1.0,0.0
Warrick Dunn,ATL,RB,29.0,16.0,16.0,39.0,29.0,0.0,0.0,0.0,1106.0,9.0,265.0,294.0,0.0,219.0,0.0,3.0,2.0
Darrell Jackson,SEA,WR,26.0,16.0,16.0,156.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.0,7.0,246.9,0.0,2.0,1.0
Trent Green,KAN,QB,34.0,16.0,16.0,0.0,0.0,4591.0,27.0,556.0,85.0,0.0,25.0,0.0,0.0,258.14,17.0,11.0,4.0
Jeremy Shockey,NYG,TE,24.0,15.0,15.0,97.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,666.0,6.0,163.6,0.0,1.0,0.0
Michael Pittman,TAM,RB,29.0,13.0,13.0,65.0,41.0,0.0,0.0,0.0,926.0,7.0,219.0,391.0,3.0,220.7,0.0,6.0,6.0
Nate Burleson,MIN,WR,23.0,16.0,15.0,102.0,68.0,0.0,0.0,0.0,49.0,0.0,6.0,1006.0,9.0,227.5,0.0,1.0,0.0
Eddie Kennison,KAN,WR,31.0,14.0,14.0,106.0,62.0,0.0,0.0,0.0,15.0,0.0,2.0,1086.0,8.0,220.1,0.0,1.0,0.0
Rod Smith,DEN,WR,34.0,16.0,16.0,136.0,79.0,0.0,0.0,0.0,33.0,0.0,5.0,1144.0,7.0,238.7,0.0,4.0,0.0
Derrick Mason,TEN,WR,30.0,16.0,16.0,158.0,96.0,0.0,0.0,0.0,-3.0,0.0,1.0,1168.0,7.0,254.5,0.0,2.0,0.0
Eric Johnson,SFO,TE,28.0,16.0,14.0,117.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0,2.0,174.5,0.0,1.0,1.0
Deuce McAllister,NOR,RB,26.0,14.0,14.0,48.0,34.0,0.0,0.0,0.0,1074.0,9.0,269.0,228.0,0.0,210.2,0.0,5.0,4.0
Randy Moss,MIN,WR,27.0,13.0,13.0,86.0,49.0,37.0,0.0,2.0,0.0,0.0,0.0,767.0,13.0,201.18,1.0,1.0,1.0
Jerry Porter,OAK,WR,26.0,16.0,16.0,136.0,64.0,0.0,0.0,0.0,-4.0,0.0,1.0,998.0,9.0,213.4,0.0,2.0,2.0
Jake Delhomme,CAR,QB,29.0,16.0,16.0,0.0,0.0,3886.0,29.0,533.0,71.0,1.0,25.0,0.0,0.0,244.54,15.0,12.0,5.0
Jimmy Smith,JAX,WR,35.0,16.0,16.0,137.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1172.0,6.0,225.2,0.0,2.0,1.0
Jake Plummer,DEN,QB,30.0,16.0,16.0,0.0,0.0,4089.0,27.0,521.0,202.0,1.0,62.0,0.0,0.0,255.76,20.0,6.0,1.0
Brett Favre,GNB,QB,35.0,16.0,16.0,0.0,0.0,4088.0,30.0,540.0,36.0,0.0,16.0,0.0,0.0,251.12,17.0,4.0,1.0
Andre Johnson,HOU,WR,23.0,16.0,16.0,138.0,79.0,0.0,0.0,0.0,12.0,0.0,4.0,1142.0,6.0,228.4,0.0,1.0,1.0
Jerome Bettis,PIT,RB,32.0,15.0,6.0,8.0,6.0,10.0,1.0,1.0,941.0,13.0,250.0,46.0,0.0,187.1,0.0,1.0,0.0
Ashley Lelie,DEN,WR,24.0,16.0,16.0,101.0,54.0,0.0,0.0,0.0,5.0,0.0,3.0,1084.0,7.0,204.9,0.0,0.0,0.0
Thomas Jones,CHI,RB,26.0,14.0,14.0,72.0,56.0,0.0,0.0,0.0,948.0,7.0,240.0,427.0,0.0,233.5,0.0,2.0,1.0
Lee Evans,BUF,WR,23.0,16.0,11.0,74.0,48.0,0.0,0.0,0.0,85.0,0.0,5.0,843.0,9.0,192.8,0.0,1.0,1.0
Fred Taylor,JAX,RB,28.0,14.0,14.0,58.0,36.0,0.0,0.0,0.0,1224.0,2.0,260.0,345.0,1.0,206.9,0.0,3.0,2.0
Aaron Brooks,NOR,QB,28.0,16.0,16.0,1.0,1.0,3810.0,21.0,542.0,173.0,4.0,58.0,1.0,0.0,242.8,16.0,13.0,2.0
Chris Chambers,MIA,WR,26.0,15.0,15.0,140.0,69.0,0.0,0.0,0.0,76.0,0.0,9.0,898.0,7.0,206.4,0.0,1.0,1.0
Drew Brees,SDG,QB,25.0,15.0,15.0,1.0,1.0,3159.0,27.0,400.0,85.0,2.0,53.0,38.0,0.0,241.66000000000005,7.0,7.0,2.0
Marc Bulger,STL,QB,27.0,14.0,14.0,0.0,0.0,3964.0,21.0,485.0,89.0,3.0,19.0,0.0,0.0,233.46,14.0,5.0,4.0
Daniel Graham,NWE,TE,26.0,14.0,14.0,48.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,7.0,108.4,0.0,0.0,0.0
Bubba Franks,GNB,TE,26.0,16.0,14.0,50.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,7.0,112.1,0.0,0.0,0.0
Kevin Jones,DET,RB,22.0,15.0,14.0,41.0,28.0,0.0,0.0,0.0,1133.0,5.0,241.0,180.0,1.0,193.3,0.0,2.0,1.0
Eric Moulds,BUF,WR,31.0,16.0,16.0,152.0,88.0,0.0,0.0,0.0,19.0,0.0,5.0,1043.0,5.0,222.2,0.0,1.0,1.0
Nick Goings,CAR,RB,26.0,16.0,8.0,61.0,45.0,0.0,0.0,0.0,821.0,6.0,217.0,394.0,1.0,206.5,0.0,1.0,1.0
Keyshawn Johnson,DAL,WR,32.0,16.0,16.0,124.0,70.0,0.0,0.0,2.0,13.0,0.0,2.0,981.0,6.0,201.4,1.0,1.0,1.0
Emmitt Smith,ARI,RB,35.0,15.0,15.0,20.0,15.0,21.0,1.0,1.0,937.0,9.0,267.0,105.0,0.0,176.04000000000005,0.0,4.0,1.0
Hines Ward,PIT,WR,28.0,16.0,16.0,108.0,80.0,0.0,0.0,0.0,25.0,1.0,7.0,1004.0,4.0,212.9,0.0,1.0,0.0
Dallas Clark,IND,TE,25.0,15.0,13.0,39.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,5.0,95.3,0.0,2.0,1.0
Roy Williams,DET,WR,23.0,14.0,12.0,118.0,54.0,0.0,0.0,1.0,1.0,0.0,1.0,817.0,8.0,181.8,0.0,1.0,1.0
Tom Brady,NWE,QB,27.0,16.0,16.0,0.0,0.0,3692.0,28.0,474.0,28.0,0.0,43.0,0.0,0.0,226.48,14.0,7.0,4.0
Jeb Putzier,DEN,TE,25.0,16.0,5.0,54.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0,2.0,105.2,0.0,0.0,0.0
Michael Vick,ATL,QB,24.0,15.0,15.0,0.0,0.0,2313.0,14.0,321.0,902.0,3.0,120.0,0.0,0.0,218.72,12.0,16.0,7.0
L.J. Smith,PHI,TE,24.0,16.0,8.0,54.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,5.0,101.7,0.0,0.0,0.0
Tom Lopienski,IND,0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Brown,TEN,RB,23.0,11.0,11.0,33.0,20.0,0.0,0.0,0.0,1067.0,6.0,220.0,147.0,0.0,169.4,0.0,6.0,4.0
Matt Hasselbeck,SEA,QB,29.0,14.0,14.0,0.0,0.0,3382.0,22.0,474.0,90.0,1.0,27.0,0.0,0.0,204.28,15.0,5.0,2.0
David Carr,HOU,QB,25.0,16.0,16.0,0.0,0.0,3531.0,16.0,466.0,299.0,0.0,73.0,0.0,0.0,201.14,14.0,10.0,3.0
Joey Harrington,DET,QB,26.0,16.0,16.0,0.0,0.0,3047.0,19.0,489.0,175.0,0.0,48.0,0.0,0.0,185.38,12.0,6.0,3.0
Byron Leftwich,JAX,QB,24.0,14.0,14.0,1.0,1.0,2941.0,15.0,441.0,148.0,2.0,39.0,-7.0,0.0,178.74,10.0,5.0,3.0
Kerry Collins,OAK,QB,32.0,14.0,13.0,0.0,0.0,3495.0,21.0,513.0,36.0,0.0,16.0,0.0,0.0,181.4,20.0,7.0,3.0
Vinny Testaverde,DAL,QB,41.0,16.0,15.0,0.0,0.0,3532.0,17.0,495.0,38.0,1.0,21.0,0.0,0.0,173.08,20.0,8.0,3.0
Chad Pennington,NYJ,QB,28.0,13.0,13.0,0.0,0.0,2673.0,16.0,370.0,126.0,1.0,34.0,0.0,0.0,167.52,9.0,5.0,2.0
Ben Roethlisberger,PIT,QB,22.0,14.0,13.0,0.0,0.0,2621.0,17.0,295.0,144.0,1.0,56.0,0.0,0.0,167.24,11.0,2.0,2.0
Drew Bledsoe,BUF,QB,32.0,16.0,16.0,0.0,0.0,2932.0,20.0,450.0,37.0,0.0,22.0,0.0,0.0,158.98,16.0,9.0,5.0
Brian Griese,TAM,QB,29.0,11.0,10.0,1.0,1.0,2632.0,20.0,336.0,17.0,0.0,30.0,-4.0,0.0,155.57999999999996,12.0,6.0,4.0
Carson Palmer,CIN,QB,25.0,13.0,13.0,0.0,0.0,2897.0,18.0,432.0,47.0,1.0,18.0,0.0,0.0,158.57999999999996,18.0,2.0,2.0
Billy Volek,TEN,QB,28.0,10.0,8.0,1.0,1.0,2486.0,18.0,357.0,50.0,1.0,11.0,0.0,0.0,159.44,10.0,6.0,2.0
Kyle Boller,BAL,QB,23.0,16.0,16.0,0.0,0.0,2559.0,13.0,464.0,189.0,1.0,53.0,0.0,0.0,143.26000000000005,11.0,11.0,7.0
Jamal Lewis,BAL,RB,25.0,12.0,12.0,12.0,10.0,0.0,0.0,0.0,1006.0,7.0,235.0,116.0,0.0,164.2,0.0,2.0,0.0
Larry Johnson,KAN,RB,25.0,10.0,3.0,29.0,22.0,0.0,0.0,0.0,581.0,9.0,120.0,278.0,2.0,173.9,0.0,0.0,0.0
Josh McCown,ARI,QB,25.0,14.0,13.0,1.0,1.0,2511.0,11.0,408.0,112.0,2.0,36.0,-5.0,0.0,138.14,10.0,12.0,5.0
Kevan Barlow,SFO,RB,25.0,15.0,14.0,45.0,35.0,0.0,0.0,0.0,822.0,7.0,244.0,212.0,0.0,176.4,0.0,2.0,2.0
Marshall Faulk,STL,RB,31.0,14.0,14.0,65.0,50.0,0.0,0.0,0.0,774.0,3.0,195.0,310.0,1.0,180.4,0.0,2.0,1.0
Julius Jones,DAL,RB,23.0,8.0,7.0,26.0,17.0,0.0,0.0,0.0,819.0,7.0,197.0,109.0,0.0,145.8,0.0,3.0,3.0
Derrick Blaylock,KAN,RB,25.0,12.0,5.0,36.0,25.0,0.0,0.0,0.0,539.0,8.0,118.0,246.0,1.0,157.5,0.0,0.0,0.0
Larry Fitzgerald,ARI,WR,21.0,16.0,16.0,115.0,58.0,0.0,0.0,0.0,14.0,0.0,8.0,780.0,8.0,185.4,0.0,1.0,0.0
T.J. Houshmandzadeh,CIN,WR,27.0,16.0,13.0,108.0,73.0,0.0,0.0,0.0,51.0,0.0,6.0,978.0,4.0,199.9,0.0,0.0,0.0
David Patten,NWE,WR,30.0,16.0,11.0,95.0,44.0,0.0,0.0,0.0,5.0,0.0,1.0,800.0,7.0,166.5,0.0,0.0,0.0
Jeff Garcia,CLE,QB,34.0,11.0,10.0,0.0,0.0,1731.0,10.0,252.0,169.0,2.0,35.0,0.0,0.0,106.14,9.0,9.0,7.0
Onterrio Smith,MIN,RB,24.0,11.0,6.0,45.0,36.0,0.0,0.0,0.0,544.0,2.0,124.0,394.0,2.0,151.8,0.0,2.0,1.0
Tim Rattay,SFO,QB,27.0,9.0,9.0,0.0,0.0,2169.0,10.0,325.0,55.0,0.0,12.0,0.0,0.0,100.26,10.0,11.0,6.0
Santana Moss,NYJ,WR,25.0,15.0,14.0,78.0,45.0,0.0,0.0,0.0,18.0,0.0,6.0,838.0,5.0,160.60000000000005,0.0,2.0,0.0
Marcus Robinson,MIN,WR,29.0,16.0,7.0,79.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,657.0,8.0,160.7,0.0,1.0,0.0
Steven Jackson,STL,RB,21.0,14.0,3.0,24.0,19.0,0.0,0.0,0.0,673.0,4.0,134.0,189.0,0.0,127.2,0.0,1.0,1.0
Donte' Stallworth,NOR,WR,24.0,16.0,10.0,106.0,58.0,0.0,0.0,0.0,37.0,0.0,6.0,767.0,5.0,168.39999999999995,0.0,0.0,0.0
Lee Suggs,CLE,RB,24.0,10.0,3.0,36.0,20.0,0.0,0.0,0.0,744.0,2.0,199.0,178.0,1.0,124.2,0.0,6.0,3.0
Keary Colbert,CAR,WR,22.0,15.0,15.0,92.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,754.0,5.0,150.4,0.0,1.0,1.0
Kurt Warner,NYG,QB,33.0,10.0,9.0,0.0,0.0,2054.0,6.0,277.0,30.0,1.0,13.0,0.0,0.0,99.16,4.0,12.0,4.0
Antonio Bryant,2TM,WR,23.0,15.0,8.0,99.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,812.0,4.0,161.2,0.0,1.0,1.0
David Givens,NWE,WR,24.0,15.0,12.0,106.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,874.0,3.0,161.4,0.0,0.0,0.0
Ronald Curry,OAK,WR,25.0,12.0,3.0,70.0,50.0,0.0,0.0,1.0,-3.0,0.0,1.0,679.0,6.0,153.6,0.0,1.0,0.0
Johnnie Morton,KAN,WR,33.0,13.0,12.0,79.0,55.0,0.0,0.0,0.0,43.0,0.0,7.0,795.0,3.0,154.8,0.0,2.0,1.0
Chester Taylor,BAL,RB,25.0,16.0,4.0,38.0,30.0,0.0,0.0,0.0,714.0,2.0,160.0,184.0,0.0,129.8,0.0,1.0,1.0
Laveranues Coles,WAS,WR,27.0,16.0,16.0,168.0,90.0,0.0,0.0,0.0,-3.0,0.0,3.0,950.0,1.0,188.7,0.0,1.0,1.0
A.J. Feeley,MIA,QB,27.0,11.0,8.0,0.0,0.0,1893.0,11.0,356.0,13.0,1.0,14.0,0.0,0.0,87.02,15.0,10.0,5.0
Justin McCareins,NYJ,WR,26.0,16.0,16.0,90.0,56.0,0.0,0.0,0.0,-5.0,0.0,2.0,770.0,4.0,156.5,0.0,3.0,0.0
Sammy Morris,MIA,RB,27.0,13.0,8.0,28.0,22.0,0.0,0.0,0.0,523.0,6.0,132.0,124.0,0.0,122.7,0.0,1.0,0.0
Plaxico Burress,PIT,WR,27.0,11.0,11.0,59.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,698.0,5.0,134.8,0.0,1.0,0.0
T.J. Duckett,ATL,RB,23.0,13.0,0.0,3.0,3.0,0.0,0.0,0.0,509.0,8.0,104.0,15.0,0.0,99.4,0.0,2.0,2.0
Eric Parker,SDG,WR,25.0,15.0,13.0,71.0,47.0,0.0,0.0,0.0,53.0,0.0,4.0,690.0,4.0,143.3,0.0,5.0,1.0
Rod Gardner,WAS,WR,27.0,16.0,14.0,106.0,51.0,0.0,0.0,3.0,7.0,0.0,3.0,650.0,5.0,146.7,0.0,0.0,0.0
Brandon Lloyd,SFO,WR,23.0,13.0,13.0,89.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,565.0,6.0,135.5,0.0,0.0,0.0
Dennis Northcutt,CLE,WR,27.0,16.0,11.0,94.0,55.0,0.0,0.0,0.0,19.0,0.0,8.0,806.0,2.0,147.5,0.0,2.0,1.0
Duce Staley,PIT,RB,29.0,10.0,10.0,12.0,6.0,0.0,0.0,0.0,830.0,1.0,192.0,55.0,0.0,96.5,0.0,3.0,2.0
Jermaine Wiggins,MIN,RB,29.0,14.0,13.0,92.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,705.0,4.0,165.5,0.0,1.0,0.0
Antowain Smith,TEN,RB,32.0,13.0,4.0,26.0,22.0,0.0,0.0,0.0,509.0,4.0,137.0,169.0,0.0,111.8,0.0,2.0,1.0
Amos Zereoue,OAK,RB,28.0,15.0,6.0,48.0,39.0,0.0,0.0,0.0,425.0,3.0,112.0,284.0,0.0,125.9,0.0,1.0,1.0
Steve McNair,TEN,QB,31.0,8.0,8.0,0.0,0.0,1343.0,8.0,215.0,128.0,1.0,23.0,0.0,0.0,80.52,9.0,5.0,3.0
Patrick Ramsey,WAS,QB,25.0,9.0,7.0,0.0,0.0,1665.0,10.0,272.0,19.0,0.0,10.0,0.0,0.0,84.5,11.0,6.0,1.0
Antwaan Randle El,PIT,WR,25.0,16.0,7.0,63.0,43.0,10.0,1.0,1.0,34.0,0.0,8.0,601.0,3.0,124.9,0.0,5.0,2.0
Cedrick Wilson,SFO,WR,26.0,15.0,15.0,85.0,47.0,0.0,0.0,0.0,6.0,0.0,1.0,641.0,3.0,129.7,0.0,0.0,0.0
Peerless Price,ATL,WR,28.0,16.0,15.0,106.0,45.0,25.0,0.0,1.0,34.0,0.0,3.0,575.0,3.0,124.9,0.0,0.0,0.0
William Green,CLE,RB,25.0,15.0,13.0,22.0,14.0,0.0,0.0,0.0,585.0,2.0,163.0,84.0,0.0,88.9,0.0,3.0,2.0
Jabar Gaffney,HOU,WR,24.0,16.0,12.0,68.0,41.0,0.0,0.0,3.0,30.0,0.0,4.0,632.0,2.0,119.2,0.0,1.0,0.0
David Terrell,CHI,WR,25.0,16.0,15.0,90.0,42.0,0.0,0.0,0.0,10.0,0.0,3.0,699.0,1.0,116.9,0.0,1.0,1.0
Eddie George,DAL,RB,31.0,13.0,8.0,13.0,9.0,0.0,0.0,0.0,432.0,4.0,132.0,83.0,0.0,82.5,0.0,3.0,1.0
Amani Toomer,NYG,WR,30.0,15.0,14.0,107.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,0.0,123.7,0.0,1.0,1.0
Joey Galloway,TAM,WR,33.0,10.0,7.0,53.0,33.0,0.0,0.0,0.0,19.0,0.0,2.0,416.0,5.0,106.5,0.0,3.0,0.0
Dorsey Levens,PHI,RB,34.0,15.0,5.0,14.0,9.0,0.0,0.0,0.0,410.0,4.0,94.0,92.0,0.0,83.2,0.0,0.0,0.0
Todd Pinkston,PHI,WR,27.0,16.0,16.0,63.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0,1.0,109.6,0.0,0.0,0.0
Mark Brunell,WAS,QB,34.0,9.0,9.0,0.0,0.0,1194.0,7.0,237.0,62.0,0.0,19.0,0.0,0.0,63.96,6.0,6.0,3.0
Marty Booker,MIA,WR,28.0,15.0,15.0,105.0,50.0,48.0,0.0,1.0,-8.0,0.0,1.0,638.0,1.0,120.92,0.0,0.0,0.0
Az-Zahir Hakim,DET,WR,27.0,12.0,5.0,57.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,533.0,3.0,102.3,0.0,0.0,0.0
Jonathan Wells,HOU,RB,25.0,16.0,1.0,16.0,11.0,0.0,0.0,0.0,299.0,3.0,82.0,79.0,2.0,76.8,0.0,1.0,1.0
Anquan Boldin,ARI,WR,24.0,10.0,9.0,104.0,56.0,0.0,0.0,0.0,3.0,0.0,1.0,623.0,1.0,122.6,0.0,1.0,1.0
Deion Branch,NWE,WR,25.0,9.0,9.0,51.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,4.0,102.4,0.0,1.0,1.0
LaMont Jordan,NYJ,RB,26.0,16.0,0.0,16.0,15.0,0.0,0.0,1.0,479.0,2.0,93.0,112.0,0.0,84.1,1.0,1.0,0.0
Kevin Faulk,NWE,RB,28.0,11.0,1.0,30.0,26.0,0.0,0.0,0.0,255.0,2.0,54.0,248.0,1.0,92.3,0.0,2.0,1.0
Doug Gabriel,OAK,WR,24.0,16.0,5.0,79.0,33.0,0.0,0.0,0.0,7.0,0.0,2.0,551.0,2.0,96.8,0.0,2.0,2.0
Chris Cooley,WAS,TE,22.0,16.0,9.0,63.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,6.0,104.4,0.0,0.0,0.0
Shaun McDonald,STL,WR,23.0,16.0,0.0,68.0,37.0,0.0,0.0,0.0,0.0,0.0,4.0,494.0,3.0,100.4,0.0,4.0,2.0
Marcus Pollard,IND,TE,32.0,13.0,13.0,41.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,6.0,95.9,0.0,0.0,0.0
Tatum Bell,DEN,RB,23.0,14.0,0.0,7.0,5.0,0.0,0.0,0.0,396.0,3.0,75.0,80.0,0.0,68.6,0.0,1.0,1.0
Tony Fisher,GNB,RB,25.0,16.0,0.0,44.0,38.0,8.0,1.0,1.0,224.0,0.0,65.0,277.0,2.0,104.42,0.0,1.0,0.0
Anthony Thomas,CHI,RB,27.0,12.0,2.0,23.0,17.0,0.0,0.0,0.0,404.0,2.0,122.0,132.0,0.0,80.6,0.0,1.0,1.0
Jay Fiedler,MIA,QB,33.0,8.0,7.0,0.0,0.0,1186.0,7.0,190.0,59.0,0.0,12.0,0.0,0.0,57.34,8.0,9.0,4.0
Tyrone Wheatley,OAK,RB,32.0,8.0,7.0,15.0,15.0,0.0,0.0,0.0,327.0,4.0,85.0,78.0,0.0,79.5,0.0,0.0,0.0
Maurice Hicks,SFO,RB,26.0,9.0,2.0,25.0,16.0,0.0,0.0,0.0,362.0,2.0,96.0,154.0,0.0,73.6,0.0,3.0,3.0
Travis Minor,MIA,RB,25.0,11.0,4.0,27.0,13.0,0.0,0.0,0.0,388.0,3.0,109.0,75.0,0.0,77.3,0.0,0.0,0.0
Jerome Pathon,NOR,WR,29.0,15.0,7.0,67.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,1.0,96.1,0.0,1.0,1.0
Moe Williams,MIN,RB,30.0,14.0,1.0,27.0,21.0,0.0,0.0,0.0,161.0,3.0,30.0,233.0,1.0,84.4,0.0,0.0,0.0
