Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att.1,Yds.1,Rec,Yds.2,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
Billy Joe DuPree,DAL,TE,24.0,14.0,13.0,0.0,0.0,0.0,0.0,4.0,43.0,29.0,466.0,16.07,1.0,0.0,0.0,0.0,0.0,43.0,0.0,4.0,466.0,4.0,101.9
Jerry Smith,WAS,TE,31.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,5.0,44.0,554.0,12.59,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,554.0,3.0,115.9
Jim Mandich,MIA,TE,26.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,374.0,11.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,6.0,106.4
Marv Hubbard,OAK,RB,28.0,14.0,13.0,0.0,0.0,0.0,0.0,188.0,865.0,11.0,95.0,8.64,6.0,0.0,0.0,0.0,0.0,865.0,4.0,188.0,95.0,0.0,119.0
Joe Dawkins,NYG,RB,26.0,14.0,13.0,0.0,0.0,0.0,0.0,156.0,561.0,46.0,332.0,7.22,6.0,0.0,0.0,0.0,0.0,561.0,2.0,156.0,332.0,3.0,153.3
Bob Griese,MIA,QB,29.0,13.0,13.0,152.0,253.0,1968.0,15.0,16.0,66.0,0.0,0.0,0.0,5.0,0.0,1968.0,16.0,253.0,66.0,1.0,16.0,0.0,0.0,115.32
Alvin Maxson,NOR,RB,23.0,14.0,13.0,0.0,0.0,0.0,0.0,165.0,714.0,42.0,294.0,7.0,4.0,0.0,0.0,0.0,0.0,714.0,2.0,165.0,294.0,1.0,152.8
Paul Seal,NOR,TE,22.0,14.0,11.0,0.0,0.0,0.0,0.0,2.0,7.0,32.0,466.0,14.56,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,466.0,3.0,103.3
Charlie Sanders,DET,TE,28.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,532.0,12.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,3.0,111.2
Altie Taylor,DET,RB,27.0,13.0,12.0,0.0,0.0,0.0,0.0,150.0,532.0,30.0,293.0,9.77,2.0,0.0,0.0,0.0,0.0,532.0,5.0,150.0,293.0,1.0,144.5
Greg Pruitt,CLE,RB,23.0,14.0,9.0,2.0,2.0,115.0,0.0,126.0,540.0,21.0,274.0,13.05,10.0,0.0,115.0,2.0,2.0,540.0,3.0,126.0,274.0,1.0,119.0
Bert Jones,BAL,QB,23.0,11.0,8.0,143.0,270.0,1610.0,12.0,39.0,279.0,0.0,0.0,0.0,4.0,0.0,1610.0,8.0,270.0,279.0,4.0,39.0,0.0,0.0,116.3
Golden Richards,DAL,WR,24.0,14.0,13.0,0.0,0.0,0.0,0.0,1.0,-5.0,26.0,467.0,17.96,1.0,0.0,0.0,0.0,0.0,-5.0,0.0,1.0,467.0,5.0,100.2
Randy Vataha,NWE,WR,26.0,12.0,10.0,0.0,0.0,0.0,0.0,3.0,21.0,25.0,561.0,22.44,1.0,0.0,0.0,0.0,0.0,21.0,0.0,3.0,561.0,3.0,99.2
Nat Moore,MIA,WR,23.0,13.0,7.0,1.0,1.0,31.0,0.0,3.0,16.0,37.0,605.0,16.35,1.0,0.0,31.0,0.0,1.0,16.0,0.0,3.0,605.0,2.0,110.34
Charlie Wade,CHI,WR,24.0,14.0,13.0,0.0,0.0,0.0,0.0,1.0,-15.0,39.0,683.0,17.51,1.0,0.0,0.0,0.0,0.0,-15.0,0.0,1.0,683.0,1.0,109.8
Jerome Barkum,NYJ,WR,24.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,2.0,41.0,524.0,12.78,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,524.0,3.0,111.6
Joel Parker,NOR,WR,22.0,14.0,12.0,0.0,1.0,0.0,0.0,2.0,2.0,41.0,455.0,11.1,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,455.0,4.0,110.7
Haven Moses,DEN,WR,28.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,16.0,34.0,559.0,16.44,1.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,559.0,2.0,101.5
Larry Schreiber,SFO,RB,27.0,14.0,14.0,0.0,0.0,0.0,0.0,174.0,634.0,30.0,217.0,7.23,2.0,0.0,0.0,0.0,0.0,634.0,3.0,174.0,217.0,1.0,135.1
Bob Tucker,NYG,TE,29.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,496.0,12.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,2.0,100.6
Billy Van Heusen,DEN,WR,28.0,14.0,12.0,1.0,1.0,41.0,0.0,1.0,-1.0,16.0,421.0,26.31,1.0,0.0,41.0,0.0,1.0,-1.0,0.0,1.0,421.0,4.0,81.64000000000001
Reggie Rucker,NWE,WR,27.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,436.0,16.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,4.0,92.6
Ahmad Rashad,BUF,WR,25.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,433.0,12.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,4.0,103.3
Jon Keyworth,DEN,RB,24.0,14.0,5.0,0.0,0.0,0.0,0.0,81.0,374.0,12.0,109.0,9.08,1.0,0.0,0.0,0.0,0.0,374.0,10.0,81.0,109.0,0.0,118.3
Jackie Smith,STL,TE,34.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,413.0,16.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.0,3.0,82.3
Paul Warfield,MIA,WR,32.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,536.0,19.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.0,2.0,92.6
Charley Johnson,DEN,QB,36.0,14.0,12.0,136.0,244.0,1969.0,9.0,4.0,-3.0,0.0,0.0,0.0,4.0,0.0,1969.0,13.0,244.0,-3.0,0.0,4.0,0.0,0.0,104.46
Walker Gillette,NYG,WR,27.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,466.0,16.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0,3.0,93.6
Bob Klein,RAM,TE,27.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,336.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,4.0,79.6
Steve Holden,CLE,WR,23.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,6.0,30.0,452.0,15.07,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,452.0,3.0,91.8
Stu Voigt,MIN,TE,26.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,268.0,8.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,5.0,86.8
Jim Lash,MIN,WR,23.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,631.0,19.72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.0,0.0,91.1
Walt Garrison,DAL,RB,30.0,14.0,14.0,0.0,0.0,0.0,0.0,113.0,429.0,34.0,253.0,7.44,5.0,0.0,0.0,0.0,0.0,429.0,5.0,113.0,253.0,1.0,128.2
Joe Ferguson,BUF,QB,24.0,14.0,14.0,119.0,232.0,1588.0,12.0,54.0,111.0,0.0,0.0,0.0,14.0,0.0,1588.0,12.0,232.0,111.0,2.0,54.0,0.0,0.0,82.62
MacArthur Lane,GNB,RB,32.0,14.0,12.0,0.0,1.0,0.0,0.0,137.0,362.0,34.0,315.0,9.26,3.0,0.0,0.0,0.0,1.0,362.0,3.0,137.0,315.0,3.0,131.7
Emerson Boozer,NYJ,RB,31.0,13.0,12.0,0.0,0.0,0.0,0.0,153.0,563.0,14.0,161.0,11.5,3.0,0.0,0.0,0.0,0.0,563.0,4.0,153.0,161.0,1.0,110.4
Wilbur Jackson,SFO,RB,23.0,14.0,13.0,0.0,0.0,0.0,0.0,174.0,705.0,23.0,190.0,8.26,4.0,0.0,0.0,0.0,0.0,705.0,0.0,174.0,190.0,2.0,116.5
Bill Munson,DET,QB,33.0,11.0,11.0,166.0,292.0,1874.0,7.0,18.0,40.0,1.0,-6.0,-6.0,2.0,0.0,1874.0,8.0,292.0,40.0,1.0,18.0,-6.0,0.0,99.36
Ken Brown,CLE,RB,29.0,14.0,13.0,0.0,0.0,0.0,0.0,125.0,458.0,29.0,194.0,6.69,1.0,0.0,0.0,0.0,0.0,458.0,4.0,125.0,194.0,2.0,128.2
Woody Green,KAN,RB,23.0,10.0,7.0,0.0,0.0,0.0,0.0,135.0,509.0,26.0,247.0,9.5,5.0,0.0,0.0,0.0,0.0,509.0,3.0,135.0,247.0,1.0,115.6
Billy Kilmer,WAS,QB,35.0,11.0,10.0,137.0,234.0,1632.0,6.0,6.0,27.0,0.0,0.0,0.0,3.0,0.0,1632.0,10.0,234.0,27.0,0.0,6.0,0.0,0.0,89.98
Jim Braxton,BUF,RB,25.0,12.0,11.0,0.0,0.0,0.0,0.0,146.0,543.0,18.0,171.0,9.5,5.0,0.0,0.0,0.0,0.0,543.0,4.0,146.0,171.0,0.0,103.4
Dave Osborn,MIN,RB,31.0,13.0,10.0,0.0,0.0,0.0,0.0,131.0,514.0,29.0,196.0,6.76,1.0,0.0,0.0,0.0,0.0,514.0,4.0,131.0,196.0,0.0,122.0
Roman Gabriel,PHI,QB,34.0,11.0,11.0,193.0,338.0,1867.0,12.0,14.0,76.0,0.0,0.0,0.0,6.0,0.0,1867.0,9.0,338.0,76.0,0.0,14.0,0.0,0.0,82.28
Mike Phipps,CLE,QB,27.0,14.0,9.0,117.0,256.0,1384.0,17.0,39.0,279.0,0.0,0.0,0.0,4.0,0.0,1384.0,9.0,256.0,279.0,1.0,39.0,0.0,0.0,83.25999999999999
Hugh McKinnis,CLE,RB,26.0,13.0,5.0,0.0,0.0,0.0,0.0,124.0,519.0,32.0,258.0,8.06,1.0,0.0,0.0,0.0,0.0,519.0,2.0,124.0,258.0,0.0,119.7
Clarence Davis,OAK,RB,25.0,11.0,7.0,0.0,0.0,0.0,0.0,129.0,554.0,11.0,145.0,13.18,0.0,0.0,0.0,0.0,0.0,554.0,2.0,129.0,145.0,1.0,98.9
Dan Fouts,SDG,QB,23.0,11.0,11.0,115.0,237.0,1732.0,13.0,19.0,63.0,0.0,0.0,0.0,4.0,0.0,1732.0,8.0,237.0,63.0,1.0,19.0,0.0,0.0,79.58
Boobie Clark,CIN,RB,24.0,8.0,8.0,0.0,0.0,0.0,0.0,99.0,312.0,23.0,194.0,8.43,3.0,0.0,0.0,0.0,0.0,312.0,5.0,99.0,194.0,1.0,103.6
Ed Podolak,KAN,RB,27.0,9.0,8.0,0.0,0.0,0.0,0.0,101.0,386.0,43.0,306.0,7.12,4.0,0.0,0.0,0.0,0.0,386.0,2.0,101.0,306.0,1.0,122.2
Willie Rodgers,HOU,RB,25.0,14.0,11.0,0.0,0.0,0.0,0.0,122.0,413.0,24.0,153.0,6.38,5.0,0.0,0.0,0.0,0.0,413.0,5.0,122.0,153.0,0.0,100.6
Jim Otis,STL,RB,26.0,14.0,12.0,0.0,0.0,0.0,0.0,158.0,664.0,19.0,109.0,5.74,2.0,0.0,0.0,0.0,0.0,664.0,1.0,158.0,109.0,0.0,98.3
Dan Pastorini,HOU,QB,25.0,11.0,10.0,140.0,247.0,1571.0,10.0,24.0,-6.0,0.0,0.0,0.0,8.0,0.0,1571.0,10.0,247.0,-6.0,0.0,24.0,0.0,0.0,66.24000000000001
Ken Grandberry,CHI,RB,22.0,14.0,8.0,0.0,0.0,0.0,0.0,144.0,475.0,30.0,212.0,7.07,8.0,0.0,0.0,0.0,0.0,475.0,2.0,144.0,212.0,0.0,94.7
Sonny Jurgensen,WAS,QB,40.0,14.0,4.0,107.0,167.0,1185.0,5.0,4.0,-6.0,0.0,0.0,0.0,2.0,0.0,1185.0,11.0,167.0,-6.0,0.0,4.0,0.0,0.0,76.80000000000001
Bill Olds,BAL,RB,23.0,13.0,13.0,0.0,0.0,0.0,0.0,129.0,475.0,21.0,153.0,7.29,3.0,0.0,0.0,0.0,0.0,475.0,1.0,129.0,153.0,2.0,95.8
Donny Anderson,STL,RB,31.0,14.0,1.0,0.0,0.0,0.0,0.0,90.0,316.0,15.0,116.0,7.73,2.0,0.0,0.0,0.0,0.0,316.0,3.0,90.0,116.0,3.0,90.2
Don Nottingham,MIA,RB,25.0,14.0,2.0,0.0,0.0,0.0,0.0,66.0,273.0,3.0,40.0,13.33,2.0,0.0,0.0,0.0,0.0,273.0,8.0,66.0,40.0,0.0,78.3
Terry Bradshaw,PIT,QB,26.0,8.0,7.0,67.0,148.0,785.0,8.0,34.0,224.0,0.0,0.0,0.0,1.0,0.0,785.0,7.0,148.0,224.0,2.0,34.0,0.0,0.0,75.8
John Hadl,2TM,QB,34.0,14.0,11.0,142.0,299.0,1752.0,14.0,19.0,25.0,0.0,0.0,0.0,6.0,0.0,1752.0,8.0,299.0,25.0,0.0,19.0,0.0,0.0,64.58
Archie Manning,NOR,QB,25.0,11.0,11.0,134.0,261.0,1429.0,16.0,28.0,204.0,0.0,0.0,0.0,4.0,0.0,1429.0,6.0,261.0,204.0,1.0,28.0,0.0,0.0,67.56
Ron Johnson,NYG,RB,27.0,11.0,6.0,0.0,0.0,0.0,0.0,97.0,218.0,24.0,171.0,7.13,4.0,0.0,0.0,0.0,0.0,218.0,4.0,97.0,171.0,2.0,90.9
Robert Newhouse,DAL,RB,24.0,14.0,2.0,0.0,0.0,0.0,0.0,124.0,501.0,9.0,67.0,7.44,1.0,0.0,0.0,0.0,0.0,501.0,3.0,124.0,67.0,0.0,81.8
Duane Thomas,WAS,RB,27.0,11.0,3.0,0.0,0.0,0.0,0.0,95.0,347.0,10.0,31.0,3.1,1.0,0.0,0.0,0.0,0.0,347.0,5.0,95.0,31.0,1.0,81.80000000000001
Tom Owen,SFO,QB,22.0,10.0,7.0,88.0,184.0,1327.0,15.0,16.0,36.0,0.0,0.0,0.0,4.0,0.0,1327.0,10.0,184.0,36.0,1.0,16.0,0.0,0.0,64.67999999999999
Jess Phillips,NOR,RB,27.0,14.0,13.0,0.0,0.0,0.0,0.0,174.0,556.0,11.0,55.0,5.0,3.0,0.0,0.0,0.0,0.0,556.0,2.0,174.0,55.0,0.0,78.1
Gary Huff,CHI,QB,23.0,13.0,11.0,142.0,283.0,1663.0,17.0,23.0,37.0,0.0,0.0,0.0,14.0,0.0,1663.0,6.0,283.0,37.0,2.0,23.0,0.0,0.0,44.22
Floyd Little,DEN,RB,32.0,14.0,9.0,0.0,0.0,0.0,0.0,117.0,312.0,29.0,344.0,11.86,2.0,0.0,0.0,0.0,0.0,312.0,1.0,117.0,344.0,0.0,96.6
Jim Bertelsen,RAM,RB,24.0,13.0,13.0,0.0,0.0,0.0,0.0,127.0,419.0,20.0,175.0,8.75,4.0,0.0,0.0,0.0,0.0,419.0,2.0,127.0,175.0,0.0,83.4
Craig Morton,2TM,QB,31.0,14.0,7.0,124.0,239.0,1522.0,13.0,4.0,5.0,0.0,0.0,0.0,4.0,0.0,1522.0,9.0,239.0,5.0,0.0,4.0,0.0,0.0,63.38
Steve Owens,DET,RB,27.0,11.0,8.0,0.0,0.0,0.0,0.0,97.0,374.0,24.0,158.0,6.58,2.0,0.0,0.0,0.0,0.0,374.0,3.0,97.0,158.0,0.0,91.2
Dave Hampton,ATL,RB,27.0,9.0,9.0,0.0,0.0,0.0,0.0,127.0,464.0,13.0,111.0,8.54,5.0,0.0,0.0,0.0,0.0,464.0,2.0,127.0,111.0,0.0,72.5
Art Malone,ATL,RB,26.0,13.0,13.0,0.0,0.0,0.0,0.0,116.0,410.0,28.0,168.0,6.0,1.0,0.0,0.0,0.0,0.0,410.0,2.0,116.0,168.0,0.0,95.8
Moses Denson,WAS,RB,30.0,13.0,8.0,0.0,0.0,0.0,0.0,103.0,391.0,26.0,174.0,6.69,1.0,0.0,0.0,0.0,0.0,391.0,0.0,103.0,174.0,2.0,92.5
Doug Kotar,NYG,RB,23.0,12.0,7.0,0.0,0.0,0.0,0.0,106.0,396.0,10.0,57.0,5.7,4.0,0.0,0.0,0.0,0.0,396.0,4.0,106.0,57.0,0.0,71.3
Benny Malone,MIA,RB,22.0,13.0,3.0,0.0,0.0,0.0,0.0,117.0,479.0,2.0,26.0,13.0,2.0,0.0,0.0,0.0,0.0,479.0,3.0,117.0,26.0,0.0,66.5
Len Dawson,KAN,QB,39.0,14.0,8.0,138.0,235.0,1573.0,13.0,11.0,28.0,0.0,0.0,0.0,6.0,0.0,1573.0,7.0,235.0,28.0,0.0,11.0,0.0,0.0,55.72
Preston Pearson,PIT,RB,29.0,9.0,2.0,0.0,0.0,0.0,0.0,70.0,317.0,11.0,118.0,10.73,0.0,0.0,0.0,0.0,0.0,317.0,4.0,70.0,118.0,0.0,78.5
Lenvil Elliott,CIN,RB,23.0,10.0,2.0,1.0,1.0,17.0,0.0,68.0,345.0,18.0,187.0,10.39,3.0,0.0,17.0,0.0,1.0,345.0,1.0,68.0,187.0,1.0,77.88
Bo Matthews,SDG,RB,23.0,14.0,8.0,0.0,0.0,0.0,0.0,95.0,328.0,12.0,90.0,7.5,2.0,0.0,0.0,0.0,0.0,328.0,4.0,95.0,90.0,0.0,73.8
Pete Banaszak,OAK,RB,30.0,14.0,1.0,0.0,0.0,0.0,0.0,80.0,272.0,9.0,64.0,7.11,1.0,0.0,0.0,0.0,0.0,272.0,5.0,80.0,64.0,0.0,70.6
Po James,PHI,RB,25.0,11.0,5.0,0.0,0.0,0.0,0.0,67.0,276.0,33.0,230.0,6.97,2.0,0.0,0.0,0.0,0.0,276.0,2.0,67.0,230.0,0.0,91.6
Frank Lewis,PIT,WR,27.0,12.0,11.0,0.0,0.0,0.0,0.0,2.0,25.0,30.0,365.0,12.17,1.0,0.0,0.0,0.0,0.0,25.0,0.0,2.0,365.0,4.0,91.0
