Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att.1,Yds.1,Rec,Yds.2,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
Ahmad Rashad,MIN,WR,29.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,769.0,11.65,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.0,8.0,186.9
Nat Moore,MIA,WR,27.0,16.0,15.0,0.0,0.0,0.0,0.0,4.0,-3.0,48.0,645.0,13.44,1.0,0.0,0.0,0.0,0.0,-3.0,0.0,4.0,645.0,10.0,170.2
David Sims,SEA,RB,23.0,12.0,9.0,1.0,1.0,15.0,0.0,174.0,752.0,30.0,195.0,6.5,4.0,0.0,15.0,0.0,1.0,752.0,14.0,174.0,195.0,1.0,207.3
Tony Hill,DAL,WR,22.0,16.0,16.0,0.0,1.0,0.0,0.0,3.0,17.0,46.0,823.0,17.89,1.0,0.0,0.0,0.0,1.0,17.0,0.0,3.0,823.0,6.0,164.0
James Lofton,GNB,WR,22.0,16.0,16.0,0.0,2.0,0.0,0.0,3.0,13.0,46.0,818.0,17.78,2.0,0.0,0.0,0.0,2.0,13.0,0.0,3.0,818.0,6.0,161.10000000000002
Ozzie Newsome,CLE,TE,22.0,16.0,16.0,0.0,0.0,0.0,0.0,13.0,96.0,38.0,589.0,15.5,1.0,0.0,0.0,0.0,0.0,96.0,2.0,13.0,589.0,2.0,128.5
Roland Harper,CHI,RB,25.0,16.0,16.0,0.0,1.0,0.0,1.0,240.0,992.0,43.0,340.0,7.91,2.0,0.0,0.0,0.0,1.0,992.0,6.0,240.0,340.0,2.0,218.2
Frank Lewis,BUF,WR,31.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,735.0,17.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.0,7.0,156.5
David Hill,DET,TE,24.0,16.0,16.0,0.0,0.0,0.0,0.0,3.0,12.0,53.0,633.0,11.94,1.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,633.0,4.0,139.5
Stanley Morgan,NWE,WR,23.0,16.0,16.0,0.0,0.0,0.0,0.0,2.0,11.0,34.0,820.0,24.12,6.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,820.0,5.0,135.1
Kevin Long,NYJ,RB,23.0,16.0,16.0,0.0,0.0,0.0,0.0,214.0,954.0,26.0,204.0,7.85,4.0,0.0,0.0,0.0,0.0,954.0,10.0,214.0,204.0,0.0,193.8
Pat Tilley,STL,WR,25.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,32.0,62.0,900.0,14.52,1.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,900.0,3.0,171.2
Harold Jackson,NWE,WR,32.0,16.0,13.0,0.0,0.0,0.0,0.0,1.0,7.0,37.0,743.0,20.08,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,743.0,6.0,148.0
Jim Hart,STL,QB,34.0,15.0,15.0,240.0,477.0,3121.0,18.0,11.0,11.0,0.0,0.0,0.0,5.0,0.0,3121.0,16.0,477.0,11.0,2.0,11.0,0.0,0.0,155.94
Terry Miller,BUF,RB,22.0,16.0,16.0,0.0,0.0,0.0,0.0,238.0,1060.0,22.0,246.0,11.18,8.0,0.0,0.0,0.0,0.0,1060.0,7.0,238.0,246.0,0.0,178.6
Franco Harris,PIT,RB,28.0,16.0,16.0,0.0,1.0,0.0,0.0,310.0,1082.0,22.0,144.0,6.55,4.0,0.0,0.0,0.0,1.0,1082.0,8.0,310.0,144.0,0.0,184.6
Willie Miller,RAM,WR,31.0,16.0,14.0,0.0,0.0,0.0,0.0,1.0,-7.0,50.0,767.0,15.34,1.0,0.0,0.0,0.0,0.0,-7.0,0.0,1.0,767.0,5.0,154.0
James Scott,CHI,WR,26.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,759.0,18.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.0,5.0,145.9
Jean Fugett,WAS,TE,27.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,367.0,14.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,7.0,103.7
Russ Francis,NWE,TE,25.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,543.0,13.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.0,4.0,115.3
Haven Moses,DEN,WR,32.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,744.0,20.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.0,5.0,139.4
Mel Gray,STL,WR,30.0,13.0,12.0,0.0,0.0,0.0,0.0,5.0,51.0,44.0,871.0,19.8,0.0,0.0,0.0,0.0,0.0,51.0,1.0,5.0,871.0,1.0,148.2
Tony Galbreath,NOR,RB,24.0,16.0,16.0,0.0,0.0,0.0,0.0,186.0,635.0,74.0,582.0,7.86,6.0,0.0,0.0,0.0,0.0,635.0,5.0,186.0,582.0,2.0,225.7
Pat Haden,RAM,QB,25.0,16.0,16.0,229.0,444.0,2995.0,19.0,33.0,206.0,0.0,0.0,0.0,7.0,0.0,2995.0,13.0,444.0,206.0,0.0,33.0,0.0,0.0,140.4
Ron Jessie,RAM,WR,30.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,752.0,15.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752.0,4.0,148.2
Roger Carr,BAL,WR,26.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,629.0,20.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.0,6.0,128.9
Lydell Mitchell,SDG,RB,29.0,16.0,11.0,0.0,0.0,0.0,0.0,214.0,820.0,57.0,500.0,8.77,2.0,0.0,0.0,0.0,0.0,820.0,3.0,214.0,500.0,2.0,215.0
Reuben Gant,BUF,TE,26.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,14.0,34.0,408.0,12.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,408.0,5.0,104.2
John Riggins,WAS,RB,29.0,15.0,15.0,0.0,0.0,0.0,0.0,248.0,1014.0,31.0,299.0,9.65,7.0,0.0,0.0,0.0,0.0,1014.0,5.0,248.0,299.0,0.0,178.3
Mike Barber,HOU,TE,25.0,16.0,16.0,0.0,0.0,0.0,0.0,2.0,14.0,32.0,513.0,16.03,4.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,513.0,3.0,94.7
Sherman Smith,SEA,RB,24.0,12.0,12.0,0.0,0.0,0.0,0.0,165.0,805.0,28.0,366.0,13.07,3.0,0.0,0.0,0.0,0.0,805.0,6.0,165.0,366.0,1.0,181.1
Don Bass,CIN,TE,22.0,16.0,8.0,0.0,0.0,0.0,0.0,1.0,-4.0,27.0,447.0,16.56,1.0,0.0,0.0,0.0,0.0,-4.0,0.0,1.0,447.0,4.0,93.3
Morris Owens,TAM,WR,25.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,640.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,5.0,124.0
Chuck Foreman,MIN,RB,28.0,14.0,14.0,0.0,0.0,0.0,0.0,237.0,749.0,61.0,396.0,6.49,8.0,0.0,0.0,0.0,0.0,749.0,5.0,237.0,396.0,2.0,201.5
Dexter Bussey,DET,RB,26.0,16.0,16.0,0.0,0.0,0.0,0.0,225.0,924.0,31.0,275.0,8.87,9.0,0.0,0.0,0.0,0.0,924.0,5.0,225.0,275.0,1.0,168.9
Drew Pearson,DAL,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,3.0,29.0,44.0,714.0,16.23,0.0,0.0,0.0,0.0,0.0,29.0,0.0,3.0,714.0,3.0,136.3
Isaac Curtis,CIN,WR,28.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,47.0,737.0,15.68,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,737.0,3.0,134.79999999999998
Sam Cunningham,NWE,RB,28.0,16.0,14.0,0.0,0.0,0.0,0.0,199.0,768.0,31.0,297.0,9.58,4.0,0.0,0.0,0.0,0.0,768.0,8.0,199.0,297.0,0.0,177.5
Joe Theismann,WAS,QB,29.0,16.0,14.0,187.0,390.0,2593.0,18.0,37.0,177.0,0.0,0.0,0.0,8.0,0.0,2593.0,13.0,390.0,177.0,1.0,37.0,0.0,0.0,127.42
Bob Chandler,BUF,WR,29.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,581.0,13.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,5.0,130.1
Greg Pruitt,CLE,RB,27.0,12.0,12.0,0.0,3.0,0.0,2.0,176.0,960.0,38.0,292.0,7.68,12.0,0.0,0.0,0.0,3.0,960.0,3.0,176.0,292.0,2.0,165.2
Joe Washington,BAL,RB,25.0,16.0,12.0,2.0,4.0,80.0,0.0,240.0,956.0,45.0,377.0,8.38,12.0,0.0,80.0,2.0,4.0,956.0,0.0,240.0,377.0,1.0,171.5
Derrick Gaffney,NYJ,WR,23.0,16.0,16.0,0.0,0.0,0.0,0.0,2.0,-2.0,38.0,691.0,18.18,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0,691.0,3.0,124.9
Wallace Francis,ATL,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,2.0,-11.0,45.0,695.0,15.44,0.0,0.0,0.0,0.0,0.0,-11.0,0.0,2.0,695.0,3.0,131.4
Ike Harris,NOR,WR,26.0,15.0,15.0,0.0,1.0,0.0,0.0,2.0,22.0,40.0,590.0,14.75,1.0,0.0,0.0,0.0,1.0,22.0,0.0,2.0,590.0,4.0,123.2
Rickey Young,MIN,RB,25.0,16.0,16.0,0.0,0.0,0.0,0.0,134.0,417.0,88.0,704.0,8.0,6.0,0.0,0.0,0.0,0.0,417.0,1.0,134.0,704.0,5.0,224.1
Horace Ivory,NWE,RB,24.0,15.0,3.0,0.0,0.0,0.0,0.0,141.0,693.0,14.0,122.0,8.71,5.0,0.0,0.0,0.0,0.0,693.0,11.0,141.0,122.0,0.0,151.5
John McDaniel,WAS,WR,27.0,15.0,11.0,0.0,0.0,0.0,0.0,2.0,25.0,34.0,577.0,16.97,1.0,0.0,0.0,0.0,0.0,25.0,0.0,2.0,577.0,4.0,116.2
Andre Tillman,MIA,TE,26.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,398.0,12.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0,3.0,88.8
Ron Jaworski,PHI,QB,27.0,16.0,16.0,206.0,398.0,2487.0,16.0,30.0,79.0,0.0,0.0,0.0,7.0,0.0,2487.0,16.0,398.0,79.0,0.0,30.0,0.0,0.0,125.38000000000002
Pete Johnson,CIN,RB,24.0,16.0,10.0,0.0,0.0,0.0,0.0,180.0,762.0,31.0,236.0,7.61,4.0,0.0,0.0,0.0,0.0,762.0,7.0,180.0,236.0,0.0,164.8
Horace King,DET,RB,25.0,15.0,15.0,0.0,0.0,0.0,0.0,155.0,660.0,48.0,396.0,8.25,3.0,0.0,0.0,0.0,0.0,660.0,4.0,155.0,396.0,2.0,183.6
Gary Danielson,DET,QB,27.0,16.0,11.0,199.0,351.0,2294.0,17.0,22.0,93.0,0.0,0.0,0.0,5.0,0.0,2294.0,18.0,351.0,93.0,0.0,22.0,0.0,0.0,129.06
Robert Newhouse,DAL,RB,28.0,13.0,12.0,0.0,0.0,0.0,0.0,140.0,584.0,20.0,176.0,8.8,1.0,0.0,0.0,0.0,0.0,584.0,8.0,140.0,176.0,2.0,154.0
Dan Pastorini,HOU,QB,29.0,16.0,16.0,199.0,368.0,2473.0,17.0,18.0,11.0,0.0,0.0,0.0,5.0,0.0,2473.0,16.0,368.0,11.0,0.0,18.0,0.0,0.0,120.02
Joe Ferguson,BUF,QB,28.0,16.0,16.0,175.0,330.0,2136.0,15.0,27.0,76.0,1.0,-6.0,-6.0,5.0,0.0,2136.0,16.0,330.0,76.0,0.0,27.0,-6.0,0.0,117.44
John Cappelletti,RAM,RB,26.0,14.0,14.0,0.0,0.0,0.0,0.0,174.0,604.0,41.0,382.0,9.32,4.0,0.0,0.0,0.0,0.0,604.0,3.0,174.0,382.0,1.0,155.6
Steve Bartkowski,ATL,QB,26.0,14.0,13.0,187.0,369.0,2489.0,18.0,33.0,60.0,0.0,0.0,0.0,7.0,0.0,2489.0,10.0,369.0,60.0,2.0,33.0,0.0,0.0,107.56
Ken Stabler,OAK,QB,33.0,16.0,16.0,237.0,406.0,2944.0,30.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,2944.0,16.0,406.0,0.0,0.0,4.0,0.0,0.0,103.76
Mike Thomas,WAS,RB,25.0,13.0,13.0,0.0,0.0,0.0,0.0,161.0,533.0,35.0,387.0,11.06,7.0,0.0,0.0,0.0,0.0,533.0,3.0,161.0,387.0,2.0,143.0
Chuck Muncie,NOR,RB,25.0,13.0,11.0,0.0,1.0,0.0,0.0,160.0,557.0,26.0,233.0,8.96,7.0,0.0,0.0,0.0,1.0,557.0,7.0,160.0,233.0,0.0,133.0
Arthur Whittington,OAK,RB,23.0,16.0,9.0,0.0,0.0,0.0,0.0,172.0,661.0,23.0,106.0,4.61,2.0,0.0,0.0,0.0,0.0,661.0,7.0,172.0,106.0,0.0,137.7
Jim Otis,STL,RB,30.0,15.0,9.0,0.0,0.0,0.0,0.0,197.0,664.0,8.0,38.0,4.75,4.0,0.0,0.0,0.0,0.0,664.0,8.0,197.0,38.0,0.0,118.2
Ricky Bell,TAM,RB,23.0,12.0,9.0,0.0,0.0,0.0,0.0,185.0,679.0,15.0,122.0,8.13,1.0,0.0,0.0,0.0,0.0,679.0,6.0,185.0,122.0,0.0,129.10000000000002
Rocky Bleier,PIT,RB,32.0,16.0,16.0,0.0,0.0,0.0,0.0,165.0,633.0,17.0,168.0,9.88,6.0,0.0,0.0,0.0,0.0,633.0,5.0,165.0,168.0,1.0,121.1
Cullen Bryant,RAM,RB,27.0,16.0,9.0,0.0,0.0,0.0,0.0,178.0,658.0,8.0,76.0,9.5,0.0,0.0,0.0,0.0,0.0,658.0,7.0,178.0,76.0,0.0,123.4
Bubba Bean,ATL,RB,24.0,15.0,15.0,0.0,1.0,0.0,1.0,193.0,707.0,31.0,209.0,6.74,7.0,0.0,0.0,0.0,1.0,707.0,3.0,193.0,209.0,1.0,130.6
Ted McKnight,KAN,RB,24.0,16.0,14.0,0.0,0.0,0.0,0.0,104.0,627.0,14.0,83.0,5.93,2.0,0.0,0.0,0.0,0.0,627.0,6.0,104.0,83.0,1.0,123.0
Andy Johnson,NWE,RB,26.0,15.0,13.0,0.0,2.0,0.0,0.0,147.0,675.0,26.0,267.0,10.27,4.0,0.0,0.0,0.0,2.0,675.0,3.0,147.0,267.0,0.0,130.2
Ken Anderson,CIN,QB,29.0,12.0,12.0,173.0,319.0,2219.0,22.0,29.0,167.0,0.0,0.0,0.0,8.0,0.0,2219.0,10.0,319.0,167.0,1.0,29.0,0.0,0.0,91.46
Scott Dierking,NYJ,RB,23.0,15.0,13.0,0.0,1.0,0.0,0.0,170.0,681.0,19.0,152.0,8.0,2.0,0.0,0.0,0.0,1.0,681.0,4.0,170.0,152.0,0.0,122.3
Mike Hogan,PHI,RB,24.0,14.0,12.0,0.0,0.0,0.0,0.0,145.0,607.0,31.0,164.0,5.29,5.0,0.0,0.0,0.0,0.0,607.0,4.0,145.0,164.0,1.0,128.1
Craig Morton,DEN,QB,35.0,14.0,13.0,146.0,267.0,1802.0,8.0,17.0,71.0,0.0,0.0,0.0,6.0,0.0,1802.0,11.0,267.0,71.0,0.0,17.0,0.0,0.0,95.18
Paul Hofer,SFO,RB,26.0,16.0,6.0,0.0,0.0,0.0,0.0,121.0,465.0,12.0,170.0,14.17,4.0,0.0,0.0,0.0,0.0,465.0,7.0,121.0,170.0,0.0,109.5
Arnold Morgado,KAN,RB,26.0,16.0,9.0,0.0,0.0,0.0,0.0,160.0,593.0,7.0,47.0,6.71,2.0,0.0,0.0,0.0,0.0,593.0,7.0,160.0,47.0,0.0,109.0
Barty Smith,GNB,RB,26.0,16.0,16.0,0.0,0.0,0.0,0.0,154.0,567.0,37.0,256.0,6.92,5.0,0.0,0.0,0.0,0.0,567.0,4.0,154.0,256.0,0.0,133.3
Wayne Morris,STL,RB,24.0,13.0,13.0,0.0,0.0,0.0,0.0,174.0,631.0,33.0,298.0,9.03,1.0,0.0,0.0,0.0,0.0,631.0,1.0,174.0,298.0,1.0,135.9
Calvin Hill,CLE,RB,31.0,12.0,1.0,0.0,0.0,0.0,0.0,80.0,289.0,25.0,334.0,13.36,2.0,0.0,0.0,0.0,0.0,289.0,1.0,80.0,334.0,6.0,125.3
Matt Robinson,NYJ,QB,23.0,16.0,11.0,124.0,266.0,2002.0,16.0,28.0,23.0,0.0,0.0,0.0,6.0,0.0,2002.0,13.0,266.0,23.0,0.0,28.0,0.0,0.0,90.37999999999998
David Whitehurst,GNB,QB,23.0,16.0,16.0,168.0,328.0,2093.0,17.0,28.0,67.0,0.0,0.0,0.0,8.0,0.0,2093.0,10.0,328.0,67.0,1.0,28.0,0.0,0.0,86.42
Archie Griffin,CIN,RB,24.0,16.0,8.0,2.0,3.0,21.0,0.0,132.0,484.0,35.0,284.0,8.11,6.0,0.0,21.0,1.0,3.0,484.0,0.0,132.0,284.0,3.0,122.64
Haskel Stanback,ATL,RB,26.0,15.0,15.0,0.0,0.0,0.0,0.0,188.0,588.0,12.0,108.0,9.0,5.0,0.0,0.0,0.0,0.0,588.0,5.0,188.0,108.0,0.0,101.6
Joe Pisarcik,NYG,QB,26.0,15.0,12.0,143.0,301.0,2096.0,23.0,17.0,68.0,0.0,0.0,0.0,2.0,0.0,2096.0,12.0,301.0,68.0,1.0,17.0,0.0,0.0,94.64
Don Woods,SDG,RB,27.0,16.0,7.0,0.0,0.0,0.0,0.0,151.0,514.0,34.0,295.0,8.68,5.0,0.0,0.0,0.0,0.0,514.0,3.0,151.0,295.0,0.0,122.9
Doug Kotar,NYG,RB,27.0,15.0,5.0,0.0,0.0,0.0,0.0,149.0,625.0,22.0,225.0,10.23,1.0,0.0,0.0,0.0,0.0,625.0,1.0,149.0,225.0,1.0,117.0
Mike Pruitt,CLE,RB,24.0,16.0,9.0,0.0,0.0,0.0,0.0,135.0,560.0,20.0,112.0,5.6,3.0,0.0,0.0,0.0,0.0,560.0,5.0,135.0,112.0,0.0,111.2
Curtis Brown,BUF,RB,24.0,15.0,10.0,0.0,0.0,0.0,0.0,128.0,591.0,18.0,130.0,7.22,7.0,0.0,0.0,0.0,0.0,591.0,4.0,128.0,130.0,0.0,100.1
Bob Griese,MIA,QB,33.0,11.0,9.0,148.0,235.0,1791.0,11.0,9.0,10.0,0.0,0.0,0.0,3.0,0.0,1791.0,11.0,235.0,10.0,0.0,9.0,0.0,0.0,88.64
O.J. Simpson,SFO,RB,31.0,10.0,10.0,0.0,0.0,0.0,0.0,161.0,593.0,21.0,172.0,8.19,5.0,0.0,0.0,0.0,0.0,593.0,1.0,161.0,172.0,2.0,105.5
Hank Bauer,SDG,RB,24.0,16.0,4.0,0.0,0.0,0.0,0.0,85.0,304.0,10.0,78.0,7.8,2.0,0.0,0.0,0.0,0.0,304.0,8.0,85.0,78.0,1.0,98.2
Bobby Hammond,NYG,RB,26.0,14.0,11.0,0.0,0.0,0.0,0.0,131.0,554.0,20.0,173.0,8.65,4.0,0.0,0.0,0.0,0.0,554.0,1.0,131.0,173.0,2.0,102.7
Jon Keyworth,DEN,RB,28.0,16.0,16.0,0.0,0.0,0.0,0.0,112.0,444.0,21.0,166.0,7.9,2.0,0.0,0.0,0.0,0.0,444.0,3.0,112.0,166.0,1.0,102.0
Leroy Harris,MIA,RB,24.0,15.0,11.0,0.0,0.0,0.0,0.0,123.0,512.0,25.0,211.0,8.44,5.0,0.0,0.0,0.0,0.0,512.0,2.0,123.0,211.0,0.0,99.3
Duriel Harris,MIA,WR,24.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,654.0,14.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.0,3.0,128.4
Dave Logan,CLE,WR,24.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,585.0,15.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.0,4.0,119.5
Bill Troup,BAL,QB,27.0,12.0,11.0,154.0,296.0,1882.0,21.0,18.0,25.0,0.0,0.0,0.0,7.0,0.0,1882.0,10.0,296.0,25.0,1.0,18.0,0.0,0.0,67.78
Lonnie Perrin,DEN,RB,26.0,16.0,0.0,0.0,0.0,0.0,0.0,108.0,455.0,10.0,54.0,5.4,2.0,0.0,0.0,0.0,0.0,455.0,4.0,108.0,54.0,1.0,86.9
Rob Carpenter,HOU,RB,23.0,11.0,2.0,0.0,0.0,0.0,0.0,82.0,348.0,17.0,150.0,8.82,0.0,0.0,0.0,0.0,0.0,348.0,5.0,82.0,150.0,0.0,96.8
Billy Ryckman,ATL,WR,23.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,679.0,15.09,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.0,2.0,116.9
